,HBOS
Daphnet/S01R02E0.test.csv@6.out,0.1403896533258272
Daphnet/S03R03E4.test.csv@6.out,0.06394109457506765
Daphnet/S03R02E0.test.csv@4.out,0.3567825052308138
Daphnet/S03R01E1.test.csv@8.out,0.4105087150170272
Daphnet/S09R01E2.test.csv@8.out,0.4553228385642423
Daphnet/S03R02E0.test.csv@6.out,0.5288279056907782
Daphnet/S03R02E0.test.csv@7.out,0.4305772894705733
Daphnet/S03R03E4.test.csv@4.out,0.04017483109445696
Daphnet/S01R02E0.test.csv@4.out,0.04439728740597361
Daphnet/S03R02E0.test.csv@3.out,0.3752912868701545
Daphnet/S03R02E0.test.csv@2.out,0.4034573129573167
Daphnet/S03R03E4.test.csv@1.out,0.04136962907313904
Daphnet/S03R01E0.test.csv@8.out,0.3258101550990753
Daphnet/S01R02E0.test.csv@1.out,0.03968743855660665
Daphnet/S03R03E4.test.csv@3.out,0.23845076864276304
Daphnet/S03R02E0.test.csv@1.out,0.5970454479737345
Daphnet/S03R03E4.test.csv@2.out,0.2354906659486695
Daphnet/S09R01E0.test.csv@8.out,0.03519638156626658
Daphnet/S09R01E0.test.csv@9.out,0.029552978069758897
Daphnet/S06R01E2.test.csv@5.out,0.0017996525062528813
Daphnet/S09R01E0.test.csv@7.out,0.0269230008701804
Daphnet/S09R01E0.test.csv@6.out,0.05213538892592354
Daphnet/S09R01E0.test.csv@4.out,0.03195162898565253
Daphnet/S09R01E0.test.csv@5.out,0.04238984068663563
Daphnet/S08R01E0.test.csv@4.out,0.10440496760236329
Daphnet/S09R01E0.test.csv@1.out,0.11143692303654475
Daphnet/S09R01E0.test.csv@2.out,0.031558296891364516
Daphnet/S03R01E1.test.csv@2.out,0.4347769221734184
Daphnet/S03R01E0.test.csv@6.out,0.3371071090808068
Daphnet/S09R01E4.test.csv@4.out,0.04017483109445696
Daphnet/S02R01E0.test.csv@6.out,0.14249637011491875
Daphnet/S03R01E1.test.csv@1.out,0.4574898898204591
Daphnet/S02R01E0.test.csv@4.out,0.4438267949908401
Daphnet/S09R01E4.test.csv@6.out,0.06394109457506765
Daphnet/S03R01E0.test.csv@4.out,0.23017943208576908
Daphnet/S03R01E1.test.csv@4.out,0.47715152226553365
Daphnet/S09R01E2.test.csv@4.out,0.6974087019722053
Daphnet/S09R01E4.test.csv@3.out,0.23845076864276304
Daphnet/S09R01E4.test.csv@2.out,0.2354906659486695
Daphnet/S03R01E1.test.csv@7.out,0.4368214337259573
Daphnet/S03R01E0.test.csv@3.out,0.28567251995598464
Daphnet/S03R02E0.test.csv@9.out,0.3395073808141238
Daphnet/S03R02E0.test.csv@8.out,0.24504732943428606
Daphnet/S09R01E4.test.csv@1.out,0.04136962907313904
Daphnet/S02R01E0.test.csv@3.out,0.4390317872905603
Dodgers/101-freeway-traffic.test.out,0.08426601086696975
ECG/MBA_ECG14046_data_27.out,0.2758467649864103
ECG/MBA_ECG14046_data_33.out,0.4356380952446962
ECG/MBA_ECG14046_data_32.out,0.3933214954753398
ECG/MBA_ECG14046_data_26.out,0.5563044612774237
ECG/MBA_ECG14046_data_30.out,0.7685395064708822
ECG/MBA_ECG14046_data_24.out,0.11357328836713779
ECG/MBA_ECG820_data.out,0.05375676283948106
ECG/MBA_ECG14046_data_18.out,0.4803852066190796
ECG/MBA_ECG14046_data_19.out,0.6340039605831306
ECG/MBA_ECG14046_data_25.out,0.32872446095106916
ECG/MBA_ECG14046_data_31.out,0.40040480059737527
ECG/MBA_ECG14046_data_35.out,0.3465546695078496
ECG/MBA_ECG14046_data_21.out,0.37512788202013775
ECG/MBA_ECG803_data.out,0.5945914608890452
ECG/MBA_ECG14046_data_20.out,0.5711767873149545
ECG/MBA_ECG14046_data_34.out,0.4003353738085774
ECG/MBA_ECG14046_data_22.out,0.28166022043604344
ECG/MBA_ECG14046_data_36.out,0.11148672557938594
ECG/MBA_ECG14046_data_37.out,0.5396552328964622
ECG/MBA_ECG14046_data_23.out,0.19697079530009234
ECG/MBA_ECG14046_data_44.out,0.6471266706393164
ECG/MBA_ECG805_data.out,0.6474943981658016
ECG/MBA_ECG14046_data_45.out,0.41592973010425616
ECG/MBA_ECG14046_data_46.out,0.41276403779352244
ECG/MBA_ECG14046_data_42.out,0.5372448784868246
ECG/MBA_ECG14046_data_43.out,0.699395955836308
ECG/MBA_ECG14046_data_41.out,0.6062889712942884
ECG/MBA_ECG14046_data_8.out,0.5065847717054023
ECG/MBA_ECG14046_data_9.out,0.6245120109831718
ECG/MBA_ECG14046_data_40.out,0.6581212496913169
ECG/MBA_ECG14046_data_4.out,0.7423589228011334
ECG/MBA_ECG14046_data_5.out,0.7398678844949746
ECG/MBA_ECG14046_data_7.out,0.3075227935521056
ECG/MBA_ECG801_data.out,0.3426175180380138
ECG/MBA_ECG14046_data_6.out,0.5400608465495135
ECG/MBA_ECG14046_data_2.out,0.6456434972053379
ECG/MBA_ECG14046_data_3.out,0.8417051166837459
ECG/MBA_ECG14046_data_1.out,0.43419303554352845
ECG/MBA_ECG14046_data_0.out,0.7640070833926753
ECG/MBA_ECG14046_data_12.out,0.5213703370996754
ECG/MBA_ECG14046_data_13.out,0.541532238763121
ECG/MBA_ECG14046_data_11.out,0.6550889735148988
ECG/MBA_ECG14046_data_39.out,0.6734894321731032
ECG/MBA_ECG14046_data_38.out,0.6769336745525556
ECG/MBA_ECG14046_data_10.out,0.6769122155735626
ECG/MBA_ECG14046_data_28.out,0.31438940479020033
ECG/MBA_ECG14046_data_14.out,0.313365127705904
ECG/MBA_ECG14046_data_15.out,0.5111499080123619
ECG/MBA_ECG14046_data_29.out,0.7123387522085616
ECG/MBA_ECG14046_data_17.out,0.1518288218932051
ECG/MBA_ECG806_data.out,0.020580263975405598
ECG/MBA_ECG14046_data_16.out,0.6091723431723043
Genesis/genesis-anomalies.test.csv@1.out,0.004314859489730095
Genesis/genesis-anomalies.test.csv@3.out,0.002593270461509076
Genesis/genesis-anomalies.test.csv@6.out,0.006494371977252331
Genesis/genesis-anomalies.test.csv@5.out,0.0028603199605575476
Genesis/genesis-anomalies.test.csv@17.out,0.008352296920708054
Genesis/genesis-anomalies.test.csv@13.out,0.006283055311313183
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@2.out,0.0019234307957742038
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@10.out,0.29323728421340606
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@4.out,0.14863291699086717
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@10.out,0.29152968196027024
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@10.out,0.29161091174448817
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@1.out,0.0011670072573018752
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@1.out,0.0021050826278259734
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@8.out,0.2932019983652516
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@2.out,0.0023255667617375535
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@8.out,0.29161091174448817
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@13.out,0.02589435287967601
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@13.out,0.020389338496950436
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@13.out,0.025611946627591777
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@8.out,0.29176723079054195
GHL/40_Lev_corr_Temp_fault_seed_180_vars_23.test.csv@3.out,0.6777704659124653
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@10.out,0.29151749387287906
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@2.out,0.1123892060927509
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@13.out,0.029753063276803604
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@13.out,0.017849441954508834
GHL/45_Lev_corr_Temp_fault_seed_193_vars_23.test.csv@3.out,0.5214199837057542
GHL/34_Lev_corr_Temp_fault_seed_151_vars_23.test.csv@13.out,0.5340349722934611
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@4.out,0.14458417040709542
GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@10.out,0.2914994605395159
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@13.out,0.030156094406416586
GHL/26_Lev_corr_Temp_fault_seed_113_vars_23.test.csv@13.out,0.6818925250047122
GHL/35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@13.out,0.3114417061963153
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@10.out,0.2931497889157831
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@10.out,0.29176723079054195
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@4.out,0.15450373698424624
GHL/48_Lev_corr_Temp_fault_seed_199_vars_23.test.csv@3.out,0.3759214118664936
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@4.out,0.13814556655607718
GHL/35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@12.out,0.005102278630841919
GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@13.out,0.033130902759942085
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@13.out,0.028822025472259257
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@4.out,0.15667707502450234
GHL/39_Lev_corr_Temp_fault_seed_170_vars_23.test.csv@3.out,0.6212967012457057
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@10.out,0.2915369207994243
GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv@7.out,0.00303141062703727
GHL/41_Lev_corr_Temp_fault_seed_181_vars_23.test.csv@3.out,0.44150581535906325
GHL/01_Lev_fault_Temp_corr_seed_11_vars_23.test.csv@8.out,0.2916748580309285
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@10.out,0.2916404355429819
GHL/10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@8.out,0.29334810667126
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@4.out,0.1433333578260664
GHL/22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@2.out,0.2062809059111884
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@13.out,0.016317222928882415
GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv@4.out,0.13306090489022207
GHL/16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@8.out,0.2916784365052485
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@4.out,0.10187782629178735
GHL/20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@8.out,0.2916946574188625
GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv@13.out,0.026162024665675864
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@2.out,0.5179041103474904
