,POLY
Daphnet/S01R02E0.test.csv@6.out,0.6038961330526318
Daphnet/S03R03E4.test.csv@6.out,0.8936926523007629
Daphnet/S03R02E0.test.csv@4.out,0.8841283827960607
Daphnet/S03R01E1.test.csv@8.out,0.8117364033399863
Daphnet/S09R01E2.test.csv@8.out,0.8310345110913304
Daphnet/S03R02E0.test.csv@6.out,0.8922451792945892
Daphnet/S03R02E0.test.csv@7.out,0.9326055867863322
Daphnet/S03R03E4.test.csv@4.out,0.851462067297031
Daphnet/S01R02E0.test.csv@4.out,0.5224393914740154
Daphnet/S03R02E0.test.csv@3.out,0.8575870048771456
Daphnet/S03R02E0.test.csv@2.out,0.8693811636101555
Daphnet/S03R03E4.test.csv@1.out,0.8715087410491177
Daphnet/S03R01E0.test.csv@8.out,0.8255442240692807
Daphnet/S01R02E0.test.csv@1.out,0.4677788436693751
Daphnet/S03R03E4.test.csv@3.out,0.8270918615190426
Daphnet/S03R02E0.test.csv@1.out,0.8674835780379315
Daphnet/S03R03E4.test.csv@2.out,0.878735394860508
Daphnet/S09R01E0.test.csv@8.out,0.5178525564756555
Daphnet/S09R01E0.test.csv@9.out,0.45389241509081457
Daphnet/S06R01E2.test.csv@5.out,0.40084786661834043
Daphnet/S09R01E0.test.csv@7.out,0.5416948766745194
Daphnet/S09R01E0.test.csv@6.out,0.5213429533433065
Daphnet/S09R01E0.test.csv@4.out,0.4457608769593789
Daphnet/S09R01E0.test.csv@5.out,0.490408981185834
Daphnet/S08R01E0.test.csv@4.out,0.3464086385773247
Daphnet/S09R01E0.test.csv@1.out,0.570230512299096
Daphnet/S09R01E0.test.csv@2.out,0.43709850491502444
Daphnet/S03R01E1.test.csv@2.out,0.7816500681773544
Daphnet/S03R01E0.test.csv@6.out,0.8166493085656801
Daphnet/S09R01E4.test.csv@4.out,0.851462067297031
Daphnet/S02R01E0.test.csv@6.out,0.669681447607005
Daphnet/S03R01E1.test.csv@1.out,0.7679860298441942
Daphnet/S02R01E0.test.csv@4.out,0.7220756409079825
Daphnet/S09R01E4.test.csv@6.out,0.8936926523007629
Daphnet/S03R01E0.test.csv@4.out,0.8261691823106972
Daphnet/S03R01E1.test.csv@4.out,0.8342069604452395
Daphnet/S09R01E2.test.csv@4.out,0.7639010903722719
Daphnet/S09R01E4.test.csv@3.out,0.8270918615190426
Daphnet/S09R01E4.test.csv@2.out,0.878735394860508
Daphnet/S03R01E1.test.csv@7.out,0.8441046792855006
Daphnet/S03R01E0.test.csv@3.out,0.8163655331563501
Daphnet/S03R02E0.test.csv@9.out,0.8827211693930473
Daphnet/S03R02E0.test.csv@8.out,0.9061915570455816
Daphnet/S09R01E4.test.csv@1.out,0.8715087410491177
Daphnet/S02R01E0.test.csv@3.out,0.7356334510926614
Dodgers/101-freeway-traffic.test.out,0.48352254320379956
ECG/MBA_ECG14046_data_27.out,0.7068294352009471
ECG/MBA_ECG14046_data_33.out,0.7450909079763052
ECG/MBA_ECG14046_data_32.out,0.7627050421907591
ECG/MBA_ECG14046_data_26.out,0.7348414903805232
ECG/MBA_ECG14046_data_30.out,0.8430929252467343
ECG/MBA_ECG14046_data_24.out,0.7392320758884524
ECG/MBA_ECG820_data.out,0.42700654251944914
ECG/MBA_ECG14046_data_18.out,0.7037091371184397
ECG/MBA_ECG14046_data_19.out,0.7613398473931664
ECG/MBA_ECG14046_data_25.out,0.6782688194461229
ECG/MBA_ECG14046_data_31.out,0.7243081741275643
ECG/MBA_ECG14046_data_35.out,0.7315235360089162
ECG/MBA_ECG14046_data_21.out,0.7487072222368841
ECG/MBA_ECG803_data.out,0.6747943136713723
ECG/MBA_ECG14046_data_20.out,0.7570404509452306
ECG/MBA_ECG14046_data_34.out,0.7449194445455661
ECG/MBA_ECG14046_data_22.out,0.733785507284668
ECG/MBA_ECG14046_data_36.out,0.7084348505934058
ECG/MBA_ECG14046_data_37.out,0.7903693049128034
ECG/MBA_ECG14046_data_23.out,0.7079276285822423
ECG/MBA_ECG14046_data_44.out,0.8086931277357629
ECG/MBA_ECG805_data.out,0.8849858515175449
ECG/MBA_ECG14046_data_45.out,0.7086089556781764
ECG/MBA_ECG14046_data_46.out,0.7967702844090735
ECG/MBA_ECG14046_data_42.out,0.7681616971993883
ECG/MBA_ECG14046_data_43.out,0.7907081339722075
ECG/MBA_ECG14046_data_41.out,0.7804178870385662
ECG/MBA_ECG14046_data_8.out,0.718066383891424
ECG/MBA_ECG14046_data_9.out,0.7439914753416631
ECG/MBA_ECG14046_data_40.out,0.7662090913515716
ECG/MBA_ECG14046_data_4.out,0.775060112633803
ECG/MBA_ECG14046_data_5.out,0.8004329649917016
ECG/MBA_ECG14046_data_7.out,0.8221286940577136
ECG/MBA_ECG801_data.out,0.6259040010796767
ECG/MBA_ECG14046_data_6.out,0.7731484609488922
ECG/MBA_ECG14046_data_2.out,0.7943145570789533
ECG/MBA_ECG14046_data_3.out,0.8230195349907844
ECG/MBA_ECG14046_data_1.out,0.7123124267652101
ECG/MBA_ECG14046_data_0.out,0.8076372215828869
ECG/MBA_ECG14046_data_12.out,0.7360193224342784
ECG/MBA_ECG14046_data_13.out,0.7476673398752431
ECG/MBA_ECG14046_data_11.out,0.7652461164288545
ECG/MBA_ECG14046_data_39.out,0.7837836615499298
ECG/MBA_ECG14046_data_38.out,0.7632067335183269
ECG/MBA_ECG14046_data_10.out,0.7700450912512082
ECG/MBA_ECG14046_data_28.out,0.7011955979430106
ECG/MBA_ECG14046_data_14.out,0.6611101644004697
ECG/MBA_ECG14046_data_15.out,0.6621349171209321
ECG/MBA_ECG14046_data_29.out,0.831997519736619
ECG/MBA_ECG14046_data_17.out,0.6737516173449187
ECG/MBA_ECG806_data.out,0.4705139511442917
ECG/MBA_ECG14046_data_16.out,0.6831228410758217
Genesis/genesis-anomalies.test.csv@1.out,0.9244497307701884
Genesis/genesis-anomalies.test.csv@3.out,0.9550647217679081
Genesis/genesis-anomalies.test.csv@6.out,0.7813888303125256
Genesis/genesis-anomalies.test.csv@5.out,0.9261508477826194
Genesis/genesis-anomalies.test.csv@17.out,0.4973271132779296
Genesis/genesis-anomalies.test.csv@13.out,0.7542939324306814
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@2.out,0.35124760523195064
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@10.out,0.7603432605952947
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@4.out,0.6117416192332507
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@10.out,0.7866637697020612
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@10.out,0.7888054358223452
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@1.out,0.813196464861397
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@1.out,0.8337903605262059
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@8.out,0.8112538712927538
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@2.out,0.37691220201086195
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@8.out,0.7888054358223452
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@13.out,0.65989641633115
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@13.out,0.6404568742701969
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@13.out,0.6825176082706294
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@8.out,0.8108512120252086
GHL/40_Lev_corr_Temp_fault_seed_180_vars_23.test.csv@3.out,0.3272781108190457
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@10.out,0.7707752348745273
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@2.out,0.35657720002842846
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@13.out,0.6911246486516066
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@13.out,0.5936501829406414
GHL/45_Lev_corr_Temp_fault_seed_193_vars_23.test.csv@3.out,0.340998949614273
GHL/34_Lev_corr_Temp_fault_seed_151_vars_23.test.csv@13.out,0.3415844187538626
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@4.out,0.6463230680357055
GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@10.out,0.8122204415919531
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@13.out,0.4944881284972354
GHL/26_Lev_corr_Temp_fault_seed_113_vars_23.test.csv@13.out,0.33728421313606805
GHL/35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@13.out,0.3777750406208778
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@10.out,0.7931880382359163
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@10.out,0.8108512120252086
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@4.out,0.6300556352914352
GHL/48_Lev_corr_Temp_fault_seed_199_vars_23.test.csv@3.out,0.33863474793136006
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@4.out,0.6383609384978863
GHL/35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@12.out,0.4737095502414342
GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@13.out,0.6650427577694472
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@13.out,0.6770624188449165
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@4.out,0.6455970400078516
GHL/39_Lev_corr_Temp_fault_seed_170_vars_23.test.csv@3.out,0.3291790687251814
