,AE
Daphnet/S01R02E0.test.csv@6.out,0.3878366554718758
Daphnet/S03R03E4.test.csv@6.out,0.27138664012051544
Daphnet/S03R02E0.test.csv@4.out,0.2453702096689704
Daphnet/S03R01E1.test.csv@8.out,0.2884230554729745
Daphnet/S09R01E2.test.csv@8.out,0.25615088750434156
Daphnet/S03R02E0.test.csv@6.out,0.5212295221266501
Daphnet/S03R02E0.test.csv@7.out,0.42483574313890565
Daphnet/S03R03E4.test.csv@4.out,0.4857386685799609
Daphnet/S01R02E0.test.csv@4.out,0.6582664605757824
Daphnet/S03R02E0.test.csv@3.out,0.16895663339240125
Daphnet/S03R02E0.test.csv@2.out,0.4800613073197714
Daphnet/S03R03E4.test.csv@1.out,0.22759929611397786
Daphnet/S03R01E0.test.csv@8.out,0.45122060192777325
Daphnet/S01R02E0.test.csv@1.out,0.5109069949553643
Daphnet/S03R03E4.test.csv@3.out,0.37821041150775375
Daphnet/S03R02E0.test.csv@1.out,0.25921077469244874
Daphnet/S03R03E4.test.csv@2.out,0.4654423855071674
Daphnet/S09R01E0.test.csv@8.out,0.7745692431801797
Daphnet/S09R01E0.test.csv@9.out,0.5202877658850894
Daphnet/S06R01E2.test.csv@5.out,0.5097569723898172
Daphnet/S09R01E0.test.csv@7.out,0.7280272029348599
Daphnet/S09R01E0.test.csv@6.out,0.712525551174531
Daphnet/S09R01E0.test.csv@4.out,0.7572832938323896
Daphnet/S09R01E0.test.csv@5.out,0.6880091080180629
Daphnet/S08R01E0.test.csv@4.out,0.6270333590272127
Daphnet/S09R01E0.test.csv@1.out,0.6935229225990283
Daphnet/S09R01E0.test.csv@2.out,0.7524424659136596
Daphnet/S03R01E1.test.csv@2.out,0.5409023061885644
Daphnet/S03R01E0.test.csv@6.out,0.18194867197919953
Daphnet/S09R01E4.test.csv@4.out,0.4833428384762829
Daphnet/S02R01E0.test.csv@6.out,0.5209765789274818
Daphnet/S03R01E1.test.csv@1.out,0.2414158508947761
Daphnet/S02R01E0.test.csv@4.out,0.571409968404356
Daphnet/S09R01E4.test.csv@6.out,0.27631066435779733
Daphnet/S03R01E0.test.csv@4.out,0.1671834554053149
Daphnet/S03R01E1.test.csv@4.out,0.3202943446843772
Daphnet/S09R01E2.test.csv@4.out,0.14683123371036186
Daphnet/S09R01E4.test.csv@3.out,0.3171896553257081
Daphnet/S09R01E4.test.csv@2.out,0.4392671018517508
Daphnet/S03R01E1.test.csv@7.out,0.4025688728065157
Daphnet/S03R01E0.test.csv@3.out,0.2363457696536689
Daphnet/S03R02E0.test.csv@9.out,0.5045766352788571
Daphnet/S03R02E0.test.csv@8.out,0.3300358388598021
Daphnet/S09R01E4.test.csv@1.out,0.20427875104425955
Daphnet/S02R01E0.test.csv@3.out,0.4718785319169857
Dodgers/101-freeway-traffic.test.out,0.5820584652970857
ECG/MBA_ECG14046_data_27.out,0.8351795656044421
ECG/MBA_ECG14046_data_33.out,0.9214690560178376
ECG/MBA_ECG14046_data_32.out,0.882818128466906
ECG/MBA_ECG14046_data_26.out,0.9420183772718432
ECG/MBA_ECG14046_data_30.out,0.9780158331350137
ECG/MBA_ECG14046_data_24.out,0.8990066859009626
ECG/MBA_ECG820_data.out,0.8098035194798853
ECG/MBA_ECG14046_data_18.out,0.5141947172357008
ECG/MBA_ECG14046_data_19.out,0.8518613694778119
ECG/MBA_ECG14046_data_25.out,0.8844485223604621
ECG/MBA_ECG14046_data_31.out,0.7776243528343275
ECG/MBA_ECG14046_data_35.out,0.9566548607758982
ECG/MBA_ECG14046_data_21.out,0.803895978748359
ECG/MBA_ECG803_data.out,0.9369529301150359
ECG/MBA_ECG14046_data_20.out,0.35445453124106563
ECG/MBA_ECG14046_data_34.out,0.5968616641734171
ECG/MBA_ECG14046_data_22.out,0.7680586369579427
ECG/MBA_ECG14046_data_36.out,0.6113176671157802
ECG/MBA_ECG14046_data_37.out,0.929883553037935
ECG/MBA_ECG14046_data_23.out,0.8436609379423217
ECG/MBA_ECG14046_data_44.out,0.7560954395997349
ECG/MBA_ECG805_data.out,0.8694339967419029
ECG/MBA_ECG14046_data_45.out,0.9405494550677438
ECG/MBA_ECG14046_data_46.out,0.7683923612173834
ECG/MBA_ECG14046_data_42.out,0.5842314240925693
ECG/MBA_ECG14046_data_43.out,0.7489422962392754
ECG/MBA_ECG14046_data_41.out,0.93272931756815
ECG/MBA_ECG14046_data_8.out,0.9248897939689683
ECG/MBA_ECG14046_data_9.out,0.9605871697171914
ECG/MBA_ECG14046_data_40.out,0.4311419792042979
ECG/MBA_ECG14046_data_4.out,0.3156155658185718
ECG/MBA_ECG14046_data_5.out,0.8033172381566241
ECG/MBA_ECG14046_data_7.out,0.8093368133790938
ECG/MBA_ECG801_data.out,0.17250834493415454
ECG/MBA_ECG14046_data_6.out,0.893403385892336
ECG/MBA_ECG14046_data_2.out,0.8964751411215288
ECG/MBA_ECG14046_data_3.out,0.9171541959030268
ECG/MBA_ECG14046_data_1.out,0.7966877133003262
ECG/MBA_ECG14046_data_0.out,0.8607687370077777
ECG/MBA_ECG14046_data_12.out,0.4918566149401821
ECG/MBA_ECG14046_data_13.out,0.9554155255619093
