,LOF
KDD21/111_UCR_Anomaly_3sddb40_35000_46600_46900.out,0.7015708118830231
KDD21/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.out,0.2119884805615418
KDD21/119_UCR_Anomaly_ECG1_10000_11800_12100.out,0.8167514950182758
KDD21/214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370.out,0.2167648534517161
KDD21/213_UCR_Anomaly_STAFFIIIDatabase_33211_126920_127370.out,0.3950630910915024
KDD21/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.out,0.9445222047881876
KDD21/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.out,0.7814359377394267
KDD21/142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.out,0.0287260770137426
KDD21/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.out,0.0061406884434569
KDD21/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.out,0.2056332295136501
KDD21/239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514.out,0.0310719198828107
KDD21/077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.out,0.0058823529411764
KDD21/175_UCR_Anomaly_insectEPG3_5200_7000_7050.out,0.1275269282956574
KDD21/241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100.out,0.0233953933477974
KDD21/155_UCR_Anomaly_PowerDemand4_18000_24005_24077.out,0.9104069720725648
KDD21/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.out,0.0378732399428116
KDD21/136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.out,0.9122944615208974
KDD21/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.out,0.3243505581137946
KDD21/147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420.out,0.9666363344596104
KDD21/200_UCR_Anomaly_tiltAPB4_20000_67995_67996.out,0.0055555555555555
KDD21/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.out,0.0112998622056311
KDD21/209_UCR_Anomaly_Fantasia_19000_26970_27270.out,0.1226741590691491
KDD21/198_UCR_Anomaly_tiltAPB2_50000_124159_124985.out,0.0215771192041781
KDD21/144_UCR_Anomaly_InternalBleeding9_4200_6599_6681.out,0.008958286870454
KDD21/238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780.out,0.035202845406744
KDD21/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.out,0.9658086832865338
KDD21/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.out,0.0679393157915944
KDD21/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.out,0.0242534701346187
KDD21/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.out,0.0246424700095252
KDD21/160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.out,0.4910880981516645
KDD21/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.out,0.5860182816697955
KDD21/146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932.out,0.1852683693617492
KDD21/145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260.out,0.9996039215686274
KDD21/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.out,0.0918998048145738
KDD21/227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.out,0.1761161786270512
KDD21/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716.out,0.0057422411047668
KDD21/249_UCR_Anomaly_weallwalk_2753_8285_8315.out,0.0085842206645222
