,LOF
Daphnet/S01R02E0.test.csv@6.out,0.8943696857468656
Daphnet/S03R03E4.test.csv@6.out,0.6583981569584908
Daphnet/S03R02E0.test.csv@4.out,0.8231246020858751
Daphnet/S03R01E1.test.csv@8.out,0.7079094697821261
Daphnet/S09R01E2.test.csv@8.out,0.9249087536800861
Daphnet/S03R02E0.test.csv@6.out,0.7405376549565896
Daphnet/S03R02E0.test.csv@7.out,0.6447932336085814
Daphnet/S03R03E4.test.csv@4.out,0.667636360176893
Daphnet/S01R02E0.test.csv@4.out,0.9055738341318798
Daphnet/S03R02E0.test.csv@3.out,0.8507814155586444
Daphnet/S03R02E0.test.csv@2.out,0.7607866872290905
Daphnet/S03R03E4.test.csv@1.out,0.773716836964523
Daphnet/S03R01E0.test.csv@8.out,0.7408625684983376
Daphnet/S01R02E0.test.csv@1.out,0.8957194756250267
Daphnet/S03R03E4.test.csv@3.out,0.9130834562988098
Daphnet/S03R02E0.test.csv@1.out,0.8628212461065909
Daphnet/S03R03E4.test.csv@2.out,0.8124857158925411
Daphnet/S09R01E0.test.csv@8.out,0.8464809160191453
Daphnet/S09R01E0.test.csv@9.out,0.8603037607273916
Daphnet/S06R01E2.test.csv@5.out,0.49801182137761263
Daphnet/S09R01E0.test.csv@7.out,0.7340237143513235
Daphnet/S09R01E0.test.csv@6.out,0.8200665361267064
Daphnet/S09R01E0.test.csv@4.out,0.8477006778509619
Daphnet/S09R01E0.test.csv@5.out,0.8270971155426853
Daphnet/S08R01E0.test.csv@4.out,0.5516531649832985
Daphnet/S09R01E0.test.csv@1.out,0.8806822974014298
Daphnet/S09R01E0.test.csv@2.out,0.7670194376911571
Daphnet/S03R01E1.test.csv@2.out,0.4980680169658045
Daphnet/S03R01E0.test.csv@6.out,0.8125157901852883
Daphnet/S09R01E4.test.csv@4.out,0.667636360176893
Daphnet/S02R01E0.test.csv@6.out,0.8976889333674467
Daphnet/S03R01E1.test.csv@1.out,0.6756964656084098
Daphnet/S02R01E0.test.csv@4.out,0.7685637636739124
Daphnet/S09R01E4.test.csv@6.out,0.6583981569584908
Daphnet/S03R01E0.test.csv@4.out,0.8322147782358079
Daphnet/S03R01E1.test.csv@4.out,0.5835929501577222
Daphnet/S09R01E2.test.csv@4.out,0.8778919834375717
Daphnet/S09R01E4.test.csv@3.out,0.9130834562988098
Daphnet/S09R01E4.test.csv@2.out,0.8124857158925411
Daphnet/S03R01E1.test.csv@7.out,0.6077895663007065
Daphnet/S03R01E0.test.csv@3.out,0.8424974237628646
Daphnet/S03R02E0.test.csv@9.out,0.8172204646988782
Daphnet/S03R02E0.test.csv@8.out,0.7976592140245612
Daphnet/S09R01E4.test.csv@1.out,0.773716836964523
Daphnet/S02R01E0.test.csv@3.out,0.8927333932216096
Dodgers/101-freeway-traffic.test.out,0.5030459649189084
ECG/MBA_ECG14046_data_27.out,0.5365481108622908
ECG/MBA_ECG14046_data_33.out,0.49031557083293653
ECG/MBA_ECG14046_data_32.out,0.544827293198895
ECG/MBA_ECG14046_data_26.out,0.46317182009275526
ECG/MBA_ECG14046_data_30.out,0.46591762946086274
ECG/MBA_ECG14046_data_24.out,0.5093675001065012
