,LOF
Daphnet/S01R02E0.test.csv@6.out,0.2112108733744167
Daphnet/S03R03E4.test.csv@6.out,0.04229569258351711
Daphnet/S03R02E0.test.csv@4.out,0.3678573871186302
Daphnet/S03R01E1.test.csv@8.out,0.36442032805407715
Daphnet/S09R01E2.test.csv@8.out,0.6080593409704846
Daphnet/S03R02E0.test.csv@6.out,0.30466439343218576
Daphnet/S03R02E0.test.csv@7.out,0.1819873484925032
Daphnet/S03R03E4.test.csv@4.out,0.03891305779685427
Daphnet/S01R02E0.test.csv@4.out,0.23860389055964426
Daphnet/S03R02E0.test.csv@3.out,0.46954869729316523
Daphnet/S03R02E0.test.csv@2.out,0.35065804116524196
Daphnet/S03R03E4.test.csv@1.out,0.060044792104138
Daphnet/S03R01E0.test.csv@8.out,0.32689163588782416
Daphnet/S01R02E0.test.csv@1.out,0.35047208935546825
Daphnet/S03R03E4.test.csv@3.out,0.2530799515870142
Daphnet/S03R02E0.test.csv@1.out,0.45482016162796074
Daphnet/S03R03E4.test.csv@2.out,0.07038824732276748
Daphnet/S09R01E0.test.csv@8.out,0.13057092104972934
Daphnet/S09R01E0.test.csv@9.out,0.1566420238748127
Daphnet/S06R01E2.test.csv@5.out,0.0017996525062528813
Daphnet/S09R01E0.test.csv@7.out,0.08224227603444302
Daphnet/S09R01E0.test.csv@6.out,0.10011225872868655
Daphnet/S09R01E0.test.csv@4.out,0.12139093356969735
Daphnet/S09R01E0.test.csv@5.out,0.11444903448730327
Daphnet/S08R01E0.test.csv@4.out,0.23309691432528093
Daphnet/S09R01E0.test.csv@1.out,0.14604907533208372
Daphnet/S09R01E0.test.csv@2.out,0.12850158178308277
Daphnet/S03R01E1.test.csv@2.out,0.11685576253434905
Daphnet/S03R01E0.test.csv@6.out,0.38500075350398366
Daphnet/S09R01E4.test.csv@4.out,0.03891305779685427
Daphnet/S02R01E0.test.csv@6.out,0.45048048775431737
Daphnet/S03R01E1.test.csv@1.out,0.3136845936235562
Daphnet/S02R01E0.test.csv@4.out,0.2660987968906243
Daphnet/S09R01E4.test.csv@6.out,0.04229569258351711
Daphnet/S03R01E0.test.csv@4.out,0.3509975415795375
Daphnet/S03R01E1.test.csv@4.out,0.25277514407014023
Daphnet/S09R01E2.test.csv@4.out,0.5634285415154706
Daphnet/S09R01E4.test.csv@3.out,0.2530799515870142
Daphnet/S09R01E4.test.csv@2.out,0.07038824732276748
Daphnet/S03R01E1.test.csv@7.out,0.2794808460241546
Daphnet/S03R01E0.test.csv@3.out,0.4221939065150144
Daphnet/S03R02E0.test.csv@9.out,0.32781265025845335
Daphnet/S03R02E0.test.csv@8.out,0.3017227120308155
Daphnet/S09R01E4.test.csv@1.out,0.060044792104138
Daphnet/S02R01E0.test.csv@3.out,0.448590338069269
Dodgers/101-freeway-traffic.test.out,0.5563282602554418
ECG/MBA_ECG14046_data_27.out,0.05434510722431776
ECG/MBA_ECG14046_data_33.out,0.0940672833057112
