,LSTM
Daphnet/S01R02E0.test.csv@6.out,0.4476985769962259
Daphnet/S03R03E4.test.csv@6.out,0.4114092454962925
Daphnet/S03R02E0.test.csv@4.out,0.4596599201835041
Daphnet/S03R01E1.test.csv@8.out,0.3984292695873035
Daphnet/S09R01E2.test.csv@8.out,0.37099239017161517
Daphnet/S03R02E0.test.csv@6.out,0.5141356127510862
Daphnet/S03R02E0.test.csv@7.out,0.4476406520599985
Daphnet/S03R03E4.test.csv@4.out,0.5163748111657017
Daphnet/S01R02E0.test.csv@4.out,0.5004607142268006
Daphnet/S03R02E0.test.csv@3.out,0.28740346200293326
Daphnet/S03R02E0.test.csv@2.out,0.466356197437754
Daphnet/S03R03E4.test.csv@1.out,0.3177443335258403
Daphnet/S03R01E0.test.csv@8.out,0.48410976022530205
Daphnet/S01R02E0.test.csv@1.out,0.4843259413026009
Daphnet/S03R03E4.test.csv@3.out,0.46126611171629706
Daphnet/S03R02E0.test.csv@1.out,0.3308407344470708
Daphnet/S03R03E4.test.csv@2.out,0.4813223680432747
Daphnet/S09R01E0.test.csv@8.out,0.4943779809133107
Daphnet/S09R01E0.test.csv@9.out,0.48558252222757864
Daphnet/S06R01E2.test.csv@5.out,0.5944541356235934
Daphnet/S09R01E0.test.csv@7.out,0.49971874789851883
Daphnet/S09R01E0.test.csv@6.out,0.39059724082281894
Daphnet/S09R01E0.test.csv@4.out,0.4870400451633334
Daphnet/S09R01E0.test.csv@5.out,0.5417247003045715
Daphnet/S08R01E0.test.csv@4.out,0.4903268347166833
Daphnet/S09R01E0.test.csv@1.out,0.5141842987615477
Daphnet/S09R01E0.test.csv@2.out,0.4340407159678261
Daphnet/S03R01E1.test.csv@2.out,0.4195830047977113
Daphnet/S03R01E0.test.csv@6.out,0.4529055366048744
Daphnet/S09R01E4.test.csv@4.out,0.5214261133508907
Daphnet/S02R01E0.test.csv@6.out,0.4901680926432403
Daphnet/S03R01E1.test.csv@1.out,0.37800218471730873
Daphnet/S02R01E0.test.csv@4.out,0.5188381724025557
Daphnet/S09R01E4.test.csv@6.out,0.42552247420151007
Daphnet/S03R01E0.test.csv@4.out,0.4105463582555325
Daphnet/S03R01E1.test.csv@4.out,0.3971404569368026
Daphnet/S09R01E2.test.csv@4.out,0.35554078409095347
Daphnet/S09R01E4.test.csv@3.out,0.444540342902873
Daphnet/S09R01E4.test.csv@2.out,0.5019011880996879
Daphnet/S03R01E1.test.csv@7.out,0.3702555180669998
Daphnet/S03R01E0.test.csv@3.out,0.41935431192288336
Daphnet/S03R02E0.test.csv@9.out,0.5059958847568297
Daphnet/S03R02E0.test.csv@8.out,0.5202980018322959
Daphnet/S09R01E4.test.csv@1.out,0.2959637122033033
Daphnet/S02R01E0.test.csv@3.out,0.48056646331376496
Dodgers/101-freeway-traffic.test.out,0.3846485163144606
ECG/MBA_ECG14046_data_27.out,0.6282748995114203
ECG/MBA_ECG14046_data_33.out,0.7872211463114689
ECG/MBA_ECG14046_data_32.out,0.7071147160945138
ECG/MBA_ECG14046_data_26.out,0.6532044120172497
ECG/MBA_ECG14046_data_30.out,0.7812582584389625
ECG/MBA_ECG14046_data_24.out,0.651614929090632
ECG/MBA_ECG820_data.out,0.5146179737588767
ECG/MBA_ECG14046_data_18.out,0.4578123437396545
ECG/MBA_ECG14046_data_19.out,0.6623396944376151
ECG/MBA_ECG14046_data_25.out,0.7990212224595955
ECG/MBA_ECG14046_data_31.out,0.5274422880464127
ECG/MBA_ECG14046_data_35.out,0.7581124048845171
ECG/MBA_ECG14046_data_21.out,0.6657148527681814
ECG/MBA_ECG803_data.out,0.5702984043334904
ECG/MBA_ECG14046_data_20.out,0.6036564871826344
ECG/MBA_ECG14046_data_34.out,0.6607262780975919
ECG/MBA_ECG14046_data_22.out,0.5621990854638248
ECG/MBA_ECG14046_data_36.out,0.5803152702158064
ECG/MBA_ECG14046_data_37.out,0.7814198861873354
ECG/MBA_ECG14046_data_23.out,0.7309808835422171
ECG/MBA_ECG14046_data_44.out,0.872661128497212
ECG/MBA_ECG805_data.out,0.5284978000776085
ECG/MBA_ECG14046_data_45.out,0.7020890500297687
ECG/MBA_ECG14046_data_46.out,0.5584716765287842
ECG/MBA_ECG14046_data_42.out,0.5230841420478263
ECG/MBA_ECG14046_data_43.out,0.6088787227223763
ECG/MBA_ECG14046_data_41.out,0.5056829428441196
ECG/MBA_ECG14046_data_8.out,0.4444209335707842
ECG/MBA_ECG14046_data_9.out,0.7582433797371071
ECG/MBA_ECG14046_data_40.out,0.4398242298831393
ECG/MBA_ECG14046_data_4.out,0.4546708698996094
ECG/MBA_ECG14046_data_5.out,0.5291769314620425
ECG/MBA_ECG14046_data_7.out,0.6974975294962958
ECG/MBA_ECG801_data.out,0.4055308679091366
ECG/MBA_ECG14046_data_6.out,0.6668162372998109
ECG/MBA_ECG14046_data_2.out,0.5667791710228381
ECG/MBA_ECG14046_data_3.out,0.7243970593655089
ECG/MBA_ECG14046_data_1.out,0.5478249674396429
ECG/MBA_ECG14046_data_0.out,0.7761793839548939
ECG/MBA_ECG14046_data_12.out,0.6329320136652442
ECG/MBA_ECG14046_data_13.out,0.7750500645403181
ECG/MBA_ECG14046_data_11.out,0.5284269002208047
ECG/MBA_ECG14046_data_39.out,0.4942230546727405
ECG/MBA_ECG14046_data_38.out,0.6685523829456184
ECG/MBA_ECG14046_data_10.out,0.9274441967459638
ECG/MBA_ECG14046_data_28.out,0.6775898417337959
ECG/MBA_ECG14046_data_14.out,0.6119159951173269
ECG/MBA_ECG14046_data_15.out,0.5823148867077079
ECG/MBA_ECG14046_data_29.out,0.7559355971438712
ECG/MBA_ECG14046_data_17.out,0.4960551529125183
ECG/MBA_ECG806_data.out,0.6448419180071152
ECG/MBA_ECG14046_data_16.out,0.5307681911042057
Genesis/genesis-anomalies.test.csv@1.out,0.7222009190950947
Genesis/genesis-anomalies.test.csv@3.out,0.5892434020044622
Genesis/genesis-anomalies.test.csv@6.out,0.42745456297715945
Genesis/genesis-anomalies.test.csv@5.out,0.7833592172639166
Genesis/genesis-anomalies.test.csv@17.out,0.32473556126607794
Genesis/genesis-anomalies.test.csv@13.out,0.76591591891553
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@2.out,0.924808118409911
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@10.out,0.49328277991990765
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@4.out,0.8418499297988731
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@10.out,0.49482274534493537
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@10.out,0.49372592330311577
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@1.out,0.5019358145894754
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@1.out,0.4976450518871695
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@8.out,0.5018522224571043
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@2.out,0.7417148546072443
