,LSTM
Daphnet/S01R02E0.test.csv@6.out,0.05027491123194808
Daphnet/S03R03E4.test.csv@6.out,0.021575491602594823
Daphnet/S03R02E0.test.csv@4.out,0.1202548511206527
Daphnet/S03R01E1.test.csv@8.out,0.17177414985515146
Daphnet/S09R01E2.test.csv@8.out,0.15349154572069504
Daphnet/S03R02E0.test.csv@6.out,0.1404488107802951
Daphnet/S03R02E0.test.csv@7.out,0.1162281598081656
Daphnet/S03R03E4.test.csv@4.out,0.028459047497207415
Daphnet/S01R02E0.test.csv@4.out,0.0555431832749875
Daphnet/S03R02E0.test.csv@3.out,0.0946044281343199
Daphnet/S03R02E0.test.csv@2.out,0.12422511331939314
Daphnet/S03R03E4.test.csv@1.out,0.021010315340014046
Daphnet/S03R01E0.test.csv@8.out,0.1387317249572024
Daphnet/S01R02E0.test.csv@1.out,0.0551139843016043
Daphnet/S03R03E4.test.csv@3.out,0.024936705462557905
Daphnet/S03R02E0.test.csv@1.out,0.10386218316797113
Daphnet/S03R03E4.test.csv@2.out,0.02608176001735798
Daphnet/S09R01E0.test.csv@8.out,0.033554506064349926
Daphnet/S09R01E0.test.csv@9.out,0.03345867344853784
Daphnet/S06R01E2.test.csv@5.out,0.005128110572494324
Daphnet/S09R01E0.test.csv@7.out,0.03239442618953101
Daphnet/S09R01E0.test.csv@6.out,0.02591286375156282
Daphnet/S09R01E0.test.csv@4.out,0.031523841583914435
Daphnet/S09R01E0.test.csv@5.out,0.038537899570651686
Daphnet/S08R01E0.test.csv@4.out,0.14145519653453625
Daphnet/S09R01E0.test.csv@1.out,0.034400048805019984
Daphnet/S09R01E0.test.csv@2.out,0.028294177448657646
Daphnet/S03R01E1.test.csv@2.out,0.17843587520950657
Daphnet/S03R01E0.test.csv@6.out,0.13772350694661514
Daphnet/S09R01E4.test.csv@4.out,0.029046158100353194
Daphnet/S02R01E0.test.csv@6.out,0.1339101955275863
Daphnet/S03R01E1.test.csv@1.out,0.17418198132692406
Daphnet/S02R01E0.test.csv@4.out,0.1423631107327303
Daphnet/S09R01E4.test.csv@6.out,0.022309723725638556
Daphnet/S03R01E0.test.csv@4.out,0.11811452046390922
Daphnet/S03R01E1.test.csv@4.out,0.17131873685751556
Daphnet/S09R01E2.test.csv@4.out,0.1501580234751128
Daphnet/S09R01E4.test.csv@3.out,0.024380627107178355
Daphnet/S09R01E4.test.csv@2.out,0.02665287851226401
Daphnet/S03R01E1.test.csv@7.out,0.16400727963378292
Daphnet/S03R01E0.test.csv@3.out,0.13142117909148823
Daphnet/S03R02E0.test.csv@9.out,0.1431446575732132
Daphnet/S03R02E0.test.csv@8.out,0.1435622321508318
Daphnet/S09R01E4.test.csv@1.out,0.02049216346078563
Daphnet/S02R01E0.test.csv@3.out,0.13199467033209064
Dodgers/101-freeway-traffic.test.out,0.10506514068902995
ECG/MBA_ECG14046_data_27.out,0.07007760489713398
ECG/MBA_ECG14046_data_33.out,0.2837868981986148
ECG/MBA_ECG14046_data_32.out,0.1499943967570695
ECG/MBA_ECG14046_data_26.out,0.14533607156798206
ECG/MBA_ECG14046_data_30.out,0.11670448079557136
ECG/MBA_ECG14046_data_24.out,0.05064952912835012
ECG/MBA_ECG820_data.out,0.06713612279983389
ECG/MBA_ECG14046_data_18.out,0.057408275370203515
ECG/MBA_ECG14046_data_19.out,0.1181204499158386
ECG/MBA_ECG14046_data_25.out,0.3873662033635885
ECG/MBA_ECG14046_data_31.out,0.07859573642046751
ECG/MBA_ECG14046_data_35.out,0.1975551224806256
ECG/MBA_ECG14046_data_21.out,0.07706767521742598
ECG/MBA_ECG803_data.out,0.07453185601426594
ECG/MBA_ECG14046_data_20.out,0.10313466136954244
ECG/MBA_ECG14046_data_34.out,0.08794256510230146
ECG/MBA_ECG14046_data_22.out,0.06101034434348008
ECG/MBA_ECG14046_data_36.out,0.0951866668690538
ECG/MBA_ECG14046_data_37.out,0.25871233494244633
ECG/MBA_ECG14046_data_23.out,0.1065019046900603
ECG/MBA_ECG14046_data_44.out,0.06040517874538411
ECG/MBA_ECG805_data.out,0.10351119296791715
ECG/MBA_ECG14046_data_45.out,0.12853871715283086
ECG/MBA_ECG14046_data_46.out,0.05407736819602975
ECG/MBA_ECG14046_data_42.out,0.22941995094807777
ECG/MBA_ECG14046_data_43.out,0.2397655229552102
ECG/MBA_ECG14046_data_41.out,0.20329534119471873
ECG/MBA_ECG14046_data_8.out,0.06394179735902704
ECG/MBA_ECG14046_data_9.out,0.16316771468619684
ECG/MBA_ECG14046_data_40.out,0.11726585890612266
ECG/MBA_ECG14046_data_4.out,0.21568761293780622
ECG/MBA_ECG14046_data_5.out,0.16588412646634593
ECG/MBA_ECG14046_data_7.out,0.09155135448488382
ECG/MBA_ECG801_data.out,0.10177883268184643
ECG/MBA_ECG14046_data_6.out,0.15451739624560742
ECG/MBA_ECG14046_data_2.out,0.13584364450041853
ECG/MBA_ECG14046_data_3.out,0.5096878069503795
ECG/MBA_ECG14046_data_1.out,0.21942204286621347
ECG/MBA_ECG14046_data_0.out,0.26392407881485275
ECG/MBA_ECG14046_data_12.out,0.08412061654920246
ECG/MBA_ECG14046_data_13.out,0.30062355254161627
