,CNN
KDD21/111_UCR_Anomaly_3sddb40_35000_46600_46900.out,0.0142468767515713
KDD21/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.out,0.4443824722670486
KDD21/119_UCR_Anomaly_ECG1_10000_11800_12100.out,0.0405012821729221
KDD21/214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370.out,0.0019426195054577
KDD21/213_UCR_Anomaly_STAFFIIIDatabase_33211_126920_127370.out,0.0017526329033243
KDD21/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.out,0.0565173954861423
KDD21/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.out,0.0095039314468328
KDD21/142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.out,0.2481022287979631
KDD21/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.out,0.3774935580764089
KDD21/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.out,0.2652423456391538
KDD21/239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514.out,0.0002748613986608
KDD21/077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.out,0.0030674846625766
KDD21/175_UCR_Anomaly_insectEPG3_5200_7000_7050.out,0.0101246060075565
KDD21/241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100.out,0.0030838149701548
KDD21/155_UCR_Anomaly_PowerDemand4_18000_24005_24077.out,0.0587485813044317
KDD21/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.out,0.0119265855528223
KDD21/136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.out,0.1464947436989981
KDD21/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.out,0.0068076680670625
KDD21/147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420.out,0.3428669199018105
KDD21/200_UCR_Anomaly_tiltAPB4_20000_67995_67996.out,6.19041723412158e-05
KDD21/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.out,0.0206332777871619
KDD21/209_UCR_Anomaly_Fantasia_19000_26970_27270.out,0.0109210837814993
KDD21/198_UCR_Anomaly_tiltAPB2_50000_124159_124985.out,0.0365702056532153
KDD21/144_UCR_Anomaly_InternalBleeding9_4200_6599_6681.out,0.0112919324897088
KDD21/238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780.out,0.0412339491667451
KDD21/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.out,0.027930565548423
KDD21/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.out,0.2578183700452641
KDD21/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.out,0.0478528984623182
KDD21/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.out,0.0415519812353039
KDD21/160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.out,0.1549137487513346
KDD21/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.out,0.0061788008916579
KDD21/146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932.out,0.0127097031358809
KDD21/145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260.out,0.018158155481899
KDD21/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.out,0.2438970408557263
KDD21/227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.out,0.116633696700633
KDD21/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716.out,0.413257488948195
KDD21/249_UCR_Anomaly_weallwalk_2753_8285_8315.out,0.008099301068396
KDD21/127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.out,0.4653088328602649
KDD21/109_UCR_Anomaly_1sddb40_35000_52000_52620.out,0.0499684378809155
KDD21/174_UCR_Anomaly_insectEPG2_3700_8000_8025.out,0.0134087577383932
KDD21/182_UCR_Anomaly_qtdbSel1005V_4000_12400_12800.out,0.0171739610012655
KDD21/102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.out,0.0048768894423474
KDD21/002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.out,0.0046643656109482
KDD21/229_UCR_Anomaly_mit14134longtermecg_16363_57960_57970.out,0.0002872299192184
KDD21/121_UCR_Anomaly_ECG3_15000_16000_16100.out,0.0644457347855457
KDD21/129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993.out,0.8070551050746398
KDD21/034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.out,0.3342399924516755
KDD21/134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.out,0.2607420652476157
KDD21/181_UCR_Anomaly_park3m_60000_72150_72495.out,0.0035074697647824
KDD21/089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.out,0.0006159042370026
KDD21/044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821.out,0.0510810887105281
KDD21/091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370.out,0.0359267044155799
KDD21/130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645.out,0.3697021970275065
KDD21/118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054.out,0.0456336867843774
KDD21/222_UCR_Anomaly_mit14046longtermecg_56123_91200_91700.out,0.0495862800427245
KDD21/163_UCR_Anomaly_apneaecg2_10000_20950_21100.out,0.0068520778544533
KDD21/185_UCR_Anomaly_resperation11_58000_110800_110801.out,0.1
KDD21/113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392.out,1.0
KDD21/162_UCR_Anomaly_WalkingAceleration5_2700_5920_5979.out,0.1211536609880809
KDD21/220_UCR_Anomaly_STAFFIIIDatabase_43217_250720_251370.out,0.0027066315872861
KDD21/106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.out,0.011335067481448
KDD21/151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out,0.006831669549081
KDD21/128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388.out,0.4024707314851395
KDD21/043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440.out,0.0051104188959468
KDD21/021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out,0.1372941968198806
KDD21/048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085.out,0.1692712196030907
KDD21/029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587.out,0.014112854991803
KDD21/189_UCR_Anomaly_resperation3_45000_158250_158251.out,2.7254491540205825e-06
KDD21/096_UCR_Anomaly_NOISEECG4_5000_16900_17100.out,0.230256377697211
KDD21/235_UCR_Anomaly_mit14157longtermecg_18913_75450_75451.out,0.0625
KDD21/215_UCR_Anomaly_STAFFIIIDatabase_36276_106720_107370.out,0.0025391900356737
KDD21/117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900.out,0.0234462286320996
KDD21/224_UCR_Anomaly_mit14046longtermecg_76123_191200_191700.out,0.0232474236729741
KDD21/191_UCR_Anomaly_resperation9_38000_143411_143511.out,0.4814338369943641
KDD21/137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.out,0.0284190961913417
KDD21/248_UCR_Anomaly_weallwalk_2000_4702_4707.out,0.0016873055070722
KDD21/017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100.out,0.0522360434048274
KDD21/131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out,0.5075328896890337
KDD21/011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100.out,0.034644702786442
KDD21/135_UCR_Anomaly_InternalBleeding16_1200_4187_4199.out,0.0085671076367163
KDD21/205_UCR_Anomaly_CHARISfive_9812_28995_29085.out,0.0022184941517411
KDD21/005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.out,0.25
KDD21/068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.out,0.0155839440765987
KDD21/208_UCR_Anomaly_CHARISten_5130_27929_27989.out,0.0025438531252545
KDD21/236_UCR_Anomaly_mit14157longtermecg_19313_46350_46390.out,0.0018979717540513
KDD21/098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199.out,0.0883951650897893
KDD21/052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809.out,0.1073747089496138
KDD21/015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100.out,0.0013836522633064
KDD21/058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.out,0.0054278982875337
KDD21/207_UCR_Anomaly_CHARISten_3165_26929_26989.out,0.1511560370085356
KDD21/014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100.out,0.1079655695657521
KDD21/190_UCR_Anomaly_resperation4_70000_128430_128431.out,2.5608325778877227e-06
KDD21/025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634.out,0.4437068098494047
KDD21/095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out,0.0388900893168556
KDD21/039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420.out,0.2416387207603793
KDD21/250_UCR_Anomaly_weallwalk_2951_7290_7296.out,0.0006254821426992
KDD21/237_UCR_Anomaly_mit14157longtermecg_19313_89560_90370.out,0.0841372903744319
KDD21/069_UCR_Anomaly_DISTORTEDinsectEPG5_3200_8500_8501.out,0.0001562988433885
KDD21/150_UCR_Anomaly_Lab2Cmac011215EPG6_7000_12190_12420.out,0.135003114057467
KDD21/231_UCR_Anomaly_mit14134longtermecg_8763_47530_47790.out,0.0048207044112838
KDD21/114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727.out,0.0071307157211356
KDD21/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1_5000_6168_6212.out,0.0321062120387597
KDD21/090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985.out,0.0231436621322582
KDD21/116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597.out,0.0745384249702878
KDD21/050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085.out,0.0196798185800837
KDD21/020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388.out,0.280679668172927
KDD21/211_UCR_Anomaly_Italianpowerdemand_38113_39240_39336.out,0.0012829518893073
KDD21/217_UCR_Anomaly_STAFFIIIDatabase_38211_150720_151370.out,0.0056559148201732
KDD21/223_UCR_Anomaly_mit14046longtermecg_74123_131200_131700.out,0.0211705951598483
KDD21/152_UCR_Anomaly_PowerDemand1_9000_18485_18821.out,0.0637821184243333
KDD21/013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100.out,0.0552273054850209
KDD21/073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495.out,0.0049690150961975
KDD21/245_UCR_Anomaly_tilt12754table_100211_270800_271070.out,0.001965784873324
KDD21/049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380.out,0.0010886636974185
KDD21/062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180.out,0.0016969385878351
KDD21/078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412.out,0.0018966774675425
KDD21/161_UCR_Anomaly_WalkingAceleration1_1500_2764_2995.out,0.0381928334628794
KDD21/082_UCR_Anomaly_DISTORTEDresperation4_70000_128430_128431.out,2.8272547356516824e-06
KDD21/193_UCR_Anomaly_s20101m_10000_35774_35874.out,0.0078972111456825
KDD21/140_UCR_Anomaly_InternalBleeding4_1000_4675_5033.out,0.6496858105418125
KDD21/166_UCR_Anomaly_apneaecg_10000_12240_12308.out,0.0101219894118655
KDD21/183_UCR_Anomaly_qtdbSel100MLII_4000_13400_13800.out,0.0303075085402719
KDD21/028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309.out,0.0515412199453285
KDD21/060_UCR_Anomaly_DISTORTEDgait2_22000_46500_46800.out,0.0044184254574082
KDD21/066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025.out,0.0078712837054875
KDD21/092_UCR_Anomaly_DISTORTEDtiltAPB4_20000_67995_67996.out,0.0016611295681063
KDD21/071_UCR_Anomaly_DISTORTEDltstdbs30791AS_23000_52600_52800.out,0.4226164585006787
KDD21/059_UCR_Anomaly_DISTORTEDgait1_20000_38500_38800.out,0.0040198953701946
KDD21/120_UCR_Anomaly_ECG2_15000_16000_16100.out,0.0140210715665802
KDD21/084_UCR_Anomaly_DISTORTEDs20101mML2_12000_35774_35874.out,0.1590218632495579
KDD21/221_UCR_Anomaly_STAFFIIIDatabase_45616_163632_164852.out,0.0054459105439362
KDD21/188_UCR_Anomaly_resperation2_30000_168250_168251.out,2.7062134661182072e-06
KDD21/153_UCR_Anomaly_PowerDemand2_14000_23357_23717.out,0.0441307082250524
KDD21/170_UCR_Anomaly_gaitHunt1_18500_33070_33180.out,0.0034093126628982
KDD21/216_UCR_Anomaly_STAFFIIIDatabase_37216_160720_161370.out,0.0019349562212382
KDD21/003_UCR_Anomaly_DISTORTED3sddb40_35000_46600_46900.out,0.0139196354941694
