,CNN
KDD21/111_UCR_Anomaly_3sddb40_35000_46600_46900.out,0.7827315064597213
KDD21/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.out,0.8035498773068163
KDD21/119_UCR_Anomaly_ECG1_10000_11800_12100.out,0.7356526033424245
KDD21/214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370.out,0.4822078931304818
KDD21/213_UCR_Anomaly_STAFFIIIDatabase_33211_126920_127370.out,0.4121928224690377
KDD21/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.out,0.8615461884110979
KDD21/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.out,0.6585943256723226
KDD21/142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.out,0.8839105481891945
KDD21/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.out,0.7326200214271755
KDD21/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.out,0.7215804704139271
KDD21/239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514.out,0.8804140347698646
KDD21/077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.out,0.9992692232740849
KDD21/175_UCR_Anomaly_insectEPG3_5200_7000_7050.out,0.6736593947923997
KDD21/241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100.out,0.5339269945687546
KDD21/155_UCR_Anomaly_PowerDemand4_18000_24005_24077.out,0.7601108208483116
KDD21/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.out,0.3884547161871803
KDD21/136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.out,0.8166737392508915
KDD21/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.out,0.5382858928927312
KDD21/147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420.out,0.9020288111233664
KDD21/200_UCR_Anomaly_tiltAPB4_20000_67995_67996.out,0.9445347229275228
KDD21/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.out,0.5526800098109756
KDD21/209_UCR_Anomaly_Fantasia_19000_26970_27270.out,0.7533410578814018
KDD21/198_UCR_Anomaly_tiltAPB2_50000_124159_124985.out,0.772206752862741
KDD21/144_UCR_Anomaly_InternalBleeding9_4200_6599_6681.out,0.5522304019885709
KDD21/238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780.out,0.8293294643067965
KDD21/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.out,0.816106829691276
KDD21/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.out,0.8931499532647884
KDD21/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.out,0.6922045919071085
KDD21/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.out,0.5656080332149768
KDD21/160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.out,0.5156566061164407
KDD21/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.out,0.6879839518555667
KDD21/146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932.out,0.6770851960048385
KDD21/145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260.out,0.5571312186978297
KDD21/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.out,0.8085391579502506
KDD21/227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.out,0.873153494028817
