,MP
Daphnet/S01R02E0.test.csv@6.out,0.7749437825151223
Daphnet/S03R03E4.test.csv@6.out,0.206957098349754
Daphnet/S03R02E0.test.csv@4.out,0.21766971917669703
Daphnet/S03R01E1.test.csv@8.out,0.22615708032236004
Daphnet/S09R01E2.test.csv@8.out,0.16311155075100817
Daphnet/S03R02E0.test.csv@6.out,0.18832282520810392
Daphnet/S03R02E0.test.csv@7.out,0.1145187502158817
Daphnet/S03R03E4.test.csv@4.out,0.3594697596821509
Daphnet/S01R02E0.test.csv@4.out,0.8277842893360333
Daphnet/S03R02E0.test.csv@3.out,0.3180089466497702
Daphnet/S03R02E0.test.csv@2.out,0.22023857356802734
Daphnet/S03R03E4.test.csv@1.out,0.36583378649611886
Daphnet/S03R01E0.test.csv@8.out,0.2133086508895317
Daphnet/S01R02E0.test.csv@1.out,0.7157645054879862
Daphnet/S03R03E4.test.csv@3.out,0.4532044859304254
Daphnet/S03R02E0.test.csv@1.out,0.3003443108504118
Daphnet/S03R03E4.test.csv@2.out,0.361021682755482
Daphnet/S09R01E0.test.csv@8.out,0.8408790690540019
Daphnet/S09R01E0.test.csv@9.out,0.8165106943452748
Daphnet/S06R01E2.test.csv@5.out,0.6560166853518656
Daphnet/S09R01E0.test.csv@7.out,0.8142831076482715
Daphnet/S09R01E0.test.csv@6.out,0.833343531604482
Daphnet/S09R01E0.test.csv@4.out,0.8655430829567902
Daphnet/S09R01E0.test.csv@5.out,0.8365248880192406
Daphnet/S08R01E0.test.csv@4.out,0.8180641011952926
Daphnet/S09R01E0.test.csv@1.out,0.7268059959833727
Daphnet/S09R01E0.test.csv@2.out,0.8249541340755027
Daphnet/S03R01E1.test.csv@2.out,0.18781462564216864
Daphnet/S03R01E0.test.csv@6.out,0.18298185395356506
Daphnet/S09R01E4.test.csv@4.out,0.3594697596821509
Daphnet/S02R01E0.test.csv@6.out,0.6872143517613843
Daphnet/S03R01E1.test.csv@1.out,0.2035960129155179
Daphnet/S02R01E0.test.csv@4.out,0.6223827416864619
Daphnet/S09R01E4.test.csv@6.out,0.206957098349754
Daphnet/S03R01E0.test.csv@4.out,0.20056820285432983
Daphnet/S03R01E1.test.csv@4.out,0.18291998740814597
Daphnet/S09R01E2.test.csv@4.out,0.18972305794711328
Daphnet/S09R01E4.test.csv@3.out,0.4532044859304254
Daphnet/S09R01E4.test.csv@2.out,0.361021682755482
Daphnet/S03R01E1.test.csv@7.out,0.16998477685462582
Daphnet/S03R01E0.test.csv@3.out,0.19744949853598967
Daphnet/S03R02E0.test.csv@9.out,0.3612754921714685
Daphnet/S03R02E0.test.csv@8.out,0.1999009337747348
Daphnet/S09R01E4.test.csv@1.out,0.36583378649611886
Daphnet/S02R01E0.test.csv@3.out,0.6365701077311458
Dodgers/101-freeway-traffic.test.out,0.4263998406588103
ECG/MBA_ECG14046_data_27.out,0.7654800751456737
ECG/MBA_ECG14046_data_33.out,0.48644444801800296
ECG/MBA_ECG14046_data_32.out,0.6228377278044737
ECG/MBA_ECG14046_data_26.out,0.3815299739725834
ECG/MBA_ECG14046_data_30.out,0.3231843991352363
ECG/MBA_ECG14046_data_24.out,0.44458589432262835
ECG/MBA_ECG820_data.out,0.8486810913987678
ECG/MBA_ECG14046_data_18.out,0.5957802936751473
ECG/MBA_ECG14046_data_19.out,0.580104844238901
ECG/MBA_ECG14046_data_25.out,0.7102434382768686
ECG/MBA_ECG14046_data_31.out,0.5689671781890229
ECG/MBA_ECG14046_data_35.out,0.4747982949767808
ECG/MBA_ECG14046_data_21.out,0.4847253479766593
ECG/MBA_ECG803_data.out,0.34976940635108156
ECG/MBA_ECG14046_data_20.out,0.5054452385173549
ECG/MBA_ECG14046_data_34.out,0.4599055084369081
ECG/MBA_ECG14046_data_22.out,0.5238683918300804
ECG/MBA_ECG14046_data_36.out,0.5978469728472495
ECG/MBA_ECG14046_data_37.out,0.4306264764953027
ECG/MBA_ECG14046_data_23.out,0.5268930320372441
ECG/MBA_ECG14046_data_44.out,0.5383886745994378
ECG/MBA_ECG805_data.out,0.19124927837852315
ECG/MBA_ECG14046_data_45.out,0.5853638964601887
ECG/MBA_ECG14046_data_46.out,0.4391432323514098
ECG/MBA_ECG14046_data_42.out,0.2883843843517665
ECG/MBA_ECG14046_data_43.out,0.5632698208200093
ECG/MBA_ECG14046_data_41.out,0.32045194322857695
ECG/MBA_ECG14046_data_8.out,0.498997524858094
ECG/MBA_ECG14046_data_9.out,0.5619970932398101
ECG/MBA_ECG14046_data_40.out,0.3988815959897046
ECG/MBA_ECG14046_data_4.out,0.44759011994952813
ECG/MBA_ECG14046_data_5.out,0.4971232878156744
ECG/MBA_ECG14046_data_7.out,0.3052841150531229
ECG/MBA_ECG801_data.out,0.45570499111398527
ECG/MBA_ECG14046_data_6.out,0.4858421178717476
ECG/MBA_ECG14046_data_2.out,0.4942480157844726
ECG/MBA_ECG14046_data_3.out,0.4808849918433555
ECG/MBA_ECG14046_data_1.out,0.39521785399034354
ECG/MBA_ECG14046_data_0.out,0.6055750260615121
ECG/MBA_ECG14046_data_12.out,0.4679914981472424
ECG/MBA_ECG14046_data_13.out,0.4562924003378664
ECG/MBA_ECG14046_data_11.out,0.5458606742202897
ECG/MBA_ECG14046_data_39.out,0.2885837306218051
ECG/MBA_ECG14046_data_38.out,0.45463189072311744
ECG/MBA_ECG14046_data_10.out,0.6323648616970116
ECG/MBA_ECG14046_data_28.out,0.7336273490756052
ECG/MBA_ECG14046_data_14.out,0.35610089079707324
ECG/MBA_ECG14046_data_15.out,0.472178243819755
ECG/MBA_ECG14046_data_29.out,0.3125567472520519
ECG/MBA_ECG14046_data_17.out,0.35586329369891384
ECG/MBA_ECG806_data.out,0.926198410309381
ECG/MBA_ECG14046_data_16.out,0.37440952587712195
Genesis/genesis-anomalies.test.csv@1.out,0.1991456310169519
Genesis/genesis-anomalies.test.csv@3.out,0.9581343489071403
Genesis/genesis-anomalies.test.csv@6.out,0.19126734968584713
Genesis/genesis-anomalies.test.csv@5.out,0.1457302728302804
Genesis/genesis-anomalies.test.csv@17.out,0.3241260935516426
Genesis/genesis-anomalies.test.csv@13.out,0.23281117912656143
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@2.out,0.25389729827576546
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@10.out,0.30682088839251515
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@4.out,0.29609699366395853
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@10.out,0.30413367084784954
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@10.out,0.30413367084784954
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@1.out,0.36505301078000585
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@1.out,0.3436251063524302
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@8.out,0.30651066104346875
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@2.out,0.24857842695355742
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@8.out,0.30413367084784954
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@13.out,0.676100761048772
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@13.out,0.6691029170709715
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@13.out,0.6757273094124578
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@8.out,0.30475412244140904
GHL/40_Lev_corr_Temp_fault_seed_180_vars_23.test.csv@3.out,0.46379931820147563
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@10.out,0.30475412244140904
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@2.out,0.25732107686662775
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@13.out,0.6747065712388709
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@13.out,0.6613884939779002
GHL/45_Lev_corr_Temp_fault_seed_193_vars_23.test.csv@3.out,0.446532539806428
GHL/34_Lev_corr_Temp_fault_seed_151_vars_23.test.csv@13.out,0.4828996113462456
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@4.out,0.27096972438241984
GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@10.out,0.30413367084784954
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@13.out,0.6716045890584809
GHL/26_Lev_corr_Temp_fault_seed_113_vars_23.test.csv@13.out,0.4763106223242598
GHL/35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@13.out,0.4976186991526658
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@10.out,0.3055799789963298
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@10.out,0.30475412244140904
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@4.out,0.2819802383471599
GHL/48_Lev_corr_Temp_fault_seed_199_vars_23.test.csv@3.out,0.4359641303374118
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@4.out,0.25327934850314765
