,MP
Daphnet/S01R02E0.test.csv@6.out,0.10684309592666415
Daphnet/S03R03E4.test.csv@6.out,0.01612066310377405
Daphnet/S03R02E0.test.csv@4.out,0.08661157851443903
Daphnet/S03R01E1.test.csv@8.out,0.13956350495895165
Daphnet/S09R01E2.test.csv@8.out,0.12757127674134983
Daphnet/S03R02E0.test.csv@6.out,0.08222325145879815
Daphnet/S03R02E0.test.csv@7.out,0.07794796758556821
Daphnet/S03R03E4.test.csv@4.out,0.02013477401758227
Daphnet/S01R02E0.test.csv@4.out,0.14908459244967076
Daphnet/S03R02E0.test.csv@3.out,0.10352151770618402
Daphnet/S03R02E0.test.csv@2.out,0.08477599969400053
Daphnet/S03R03E4.test.csv@1.out,0.020705377732813484
Daphnet/S03R01E0.test.csv@8.out,0.09063183561650781
Daphnet/S01R02E0.test.csv@1.out,0.08206410332132061
Daphnet/S03R03E4.test.csv@3.out,0.024015820000991797
Daphnet/S03R02E0.test.csv@1.out,0.09701520397490569
Daphnet/S03R03E4.test.csv@2.out,0.020728831076166035
Daphnet/S09R01E0.test.csv@8.out,0.1039024022185795
Daphnet/S09R01E0.test.csv@9.out,0.10178298799687582
Daphnet/S06R01E2.test.csv@5.out,0.005007441292344802
Daphnet/S09R01E0.test.csv@7.out,0.0964875518430009
Daphnet/S09R01E0.test.csv@6.out,0.09693384915197653
Daphnet/S09R01E0.test.csv@4.out,0.11182666262151435
Daphnet/S09R01E0.test.csv@5.out,0.09489504876932685
Daphnet/S08R01E0.test.csv@4.out,0.3669874872721509
Daphnet/S09R01E0.test.csv@1.out,0.0850335920263207
Daphnet/S09R01E0.test.csv@2.out,0.08685079109119445
Daphnet/S03R01E1.test.csv@2.out,0.13432556234805407
Daphnet/S03R01E0.test.csv@6.out,0.0932741021230641
Daphnet/S09R01E4.test.csv@4.out,0.02013477401758227
Daphnet/S02R01E0.test.csv@6.out,0.19782133543271432
Daphnet/S03R01E1.test.csv@1.out,0.1397300277581077
Daphnet/S02R01E0.test.csv@4.out,0.15998507080447374
Daphnet/S09R01E4.test.csv@6.out,0.01612066310377405
Daphnet/S03R01E0.test.csv@4.out,0.09605529856773148
Daphnet/S03R01E1.test.csv@4.out,0.1339480371812284
Daphnet/S09R01E2.test.csv@4.out,0.13054844101684393
Daphnet/S09R01E4.test.csv@3.out,0.024015820000991797
Daphnet/S09R01E4.test.csv@2.out,0.020728831076166035
Daphnet/S03R01E1.test.csv@7.out,0.13274656858570796
Daphnet/S03R01E0.test.csv@3.out,0.09276812913811137
Daphnet/S03R02E0.test.csv@9.out,0.10254641096358513
Daphnet/S03R02E0.test.csv@8.out,0.08328621987513721
Daphnet/S09R01E4.test.csv@1.out,0.020705377732813484
Daphnet/S02R01E0.test.csv@3.out,0.1718828032449666
Dodgers/101-freeway-traffic.test.out,0.1534759808509785
ECG/MBA_ECG14046_data_27.out,0.20957760582977392
ECG/MBA_ECG14046_data_33.out,0.1440430331588836
ECG/MBA_ECG14046_data_32.out,0.1698320509719322
ECG/MBA_ECG14046_data_26.out,0.048429431113807715
ECG/MBA_ECG14046_data_30.out,0.0493874574103675
ECG/MBA_ECG14046_data_24.out,0.07229713176325415
ECG/MBA_ECG820_data.out,0.32170788414788337
ECG/MBA_ECG14046_data_18.out,0.08227106903242204
ECG/MBA_ECG14046_data_19.out,0.1332920266153594
ECG/MBA_ECG14046_data_25.out,0.12912763342540035
ECG/MBA_ECG14046_data_31.out,0.097498907597685
ECG/MBA_ECG14046_data_35.out,0.1072852189088925
ECG/MBA_ECG14046_data_21.out,0.1045097164633979
ECG/MBA_ECG803_data.out,0.04172443270983253
ECG/MBA_ECG14046_data_20.out,0.11045567377731355
ECG/MBA_ECG14046_data_34.out,0.07315569433754578
ECG/MBA_ECG14046_data_22.out,0.07901050413558895
ECG/MBA_ECG14046_data_36.out,0.11537298016589866
ECG/MBA_ECG14046_data_37.out,0.08905549130675454
ECG/MBA_ECG14046_data_23.out,0.10951681289955859
ECG/MBA_ECG14046_data_44.out,0.07753194342129387
ECG/MBA_ECG805_data.out,0.05781807644762494
ECG/MBA_ECG14046_data_45.out,0.08051936854980637
ECG/MBA_ECG14046_data_46.out,0.06556230436910684
ECG/MBA_ECG14046_data_42.out,0.16099045173671656
ECG/MBA_ECG14046_data_43.out,0.22880071203771168
ECG/MBA_ECG14046_data_41.out,0.13225832431252302
ECG/MBA_ECG14046_data_8.out,0.07670612685386437
ECG/MBA_ECG14046_data_9.out,0.08190190764046396
ECG/MBA_ECG14046_data_40.out,0.1282556861988649
ECG/MBA_ECG14046_data_4.out,0.24540631419659975
ECG/MBA_ECG14046_data_5.out,0.14901716043836874
ECG/MBA_ECG14046_data_7.out,0.04425721574655791
ECG/MBA_ECG801_data.out,0.1364608861765445
ECG/MBA_ECG14046_data_6.out,0.11046857365519375
ECG/MBA_ECG14046_data_2.out,0.11535273470895363
ECG/MBA_ECG14046_data_3.out,0.2846273816733467
ECG/MBA_ECG14046_data_1.out,0.16782877774622615
ECG/MBA_ECG14046_data_0.out,0.16431525157825322
ECG/MBA_ECG14046_data_12.out,0.10238758078446013
ECG/MBA_ECG14046_data_13.out,0.08352208541173199
ECG/MBA_ECG14046_data_11.out,0.1529434004765761
ECG/MBA_ECG14046_data_39.out,0.09587706607392164
ECG/MBA_ECG14046_data_38.out,0.14177093885024317
ECG/MBA_ECG14046_data_10.out,0.1715155726173752
ECG/MBA_ECG14046_data_28.out,0.2325699853531587
ECG/MBA_ECG14046_data_14.out,0.06845422489742106
ECG/MBA_ECG14046_data_15.out,0.0939862104150678
ECG/MBA_ECG14046_data_29.out,0.02284736072899357
ECG/MBA_ECG14046_data_17.out,0.06147195132287766
ECG/MBA_ECG806_data.out,0.29105102753943946
ECG/MBA_ECG14046_data_16.out,0.07640204495461421
Genesis/genesis-anomalies.test.csv@1.out,0.0023342518248010186
Genesis/genesis-anomalies.test.csv@3.out,0.038334215228745964
Genesis/genesis-anomalies.test.csv@6.out,0.004523549720145645
Genesis/genesis-anomalies.test.csv@5.out,0.002225559229128434
Genesis/genesis-anomalies.test.csv@17.out,0.004546488727120714
Genesis/genesis-anomalies.test.csv@13.out,0.001759585188577254
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@2.out,0.0003678465225378375
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@10.out,0.28988154418886086
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@4.out,0.0003703465225378375
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@10.out,0.28843216916310177
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@10.out,0.28843216916310177
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@1.out,0.28846336224212177
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@1.out,0.0003678465225378375
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@8.out,0.28988140304100357
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@2.out,0.0003678465225378375
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@8.out,0.28843216916310177
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@13.out,0.008141843795808306
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@13.out,0.0034023798432205594
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@13.out,0.007253636902467813
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@8.out,0.28843244723906375
GHL/40_Lev_corr_Temp_fault_seed_180_vars_23.test.csv@3.out,0.006157313913948887
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@10.out,0.28843244723906375
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@2.out,0.0003703465225378375
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@13.out,0.010247157648938621
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@13.out,0.002864066631145942
