,NORMA
KDD21/111_UCR_Anomaly_3sddb40_35000_46600_46900.out,0.0104966595051571
KDD21/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.out,0.8333401436408879
KDD21/119_UCR_Anomaly_ECG1_10000_11800_12100.out,0.1088710942373817
KDD21/214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370.out,0.0011923890794819
KDD21/213_UCR_Anomaly_STAFFIIIDatabase_33211_126920_127370.out,0.0009212080406683
KDD21/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.out,0.3722694296115023
KDD21/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.out,0.9323140703176612
KDD21/142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.out,0.9169436603203538
KDD21/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.out,0.9987478310311074
KDD21/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.out,0.6412378585801995
KDD21/239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514.out,6.20424492241986e-05
KDD21/077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.out,4.322268326417704e-06
KDD21/175_UCR_Anomaly_insectEPG3_5200_7000_7050.out,0.0427070249220097
KDD21/241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100.out,0.0016470393315143
KDD21/155_UCR_Anomaly_PowerDemand4_18000_24005_24077.out,0.0808162610541023
KDD21/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.out,0.0566331623430878
KDD21/136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.out,0.9917229971049706
KDD21/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.out,0.007311684653126
KDD21/147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420.out,0.8633338225851945
KDD21/200_UCR_Anomaly_tiltAPB4_20000_67995_67996.out,1.3337245592040333e-05
KDD21/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.out,0.0545859860661677
KDD21/209_UCR_Anomaly_Fantasia_19000_26970_27270.out,0.1163654290114689
KDD21/198_UCR_Anomaly_tiltAPB2_50000_124159_124985.out,0.999174849506437
KDD21/144_UCR_Anomaly_InternalBleeding9_4200_6599_6681.out,0.0058538240785279
KDD21/238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780.out,0.6178075365110989
KDD21/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.out,0.000715331874019
KDD21/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.out,0.7798952660242984
KDD21/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.out,0.955306037463422
KDD21/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.out,0.0374564068753895
KDD21/160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.out,0.875862152892912
KDD21/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.out,0.2183077563266856
KDD21/146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932.out,0.899288827967737
KDD21/145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260.out,0.2172400895381006
KDD21/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.out,0.90799512987013
KDD21/227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.out,0.0110582470237894
KDD21/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716.out,0.9654902318981238
KDD21/249_UCR_Anomaly_weallwalk_2753_8285_8315.out,0.0077030571036131
KDD21/127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.out,0.9696256415962656
KDD21/109_UCR_Anomaly_1sddb40_35000_52000_52620.out,0.0501370855758693
KDD21/174_UCR_Anomaly_insectEPG2_3700_8000_8025.out,0.0993365906340706
KDD21/182_UCR_Anomaly_qtdbSel1005V_4000_12400_12800.out,0.7704755502626922
KDD21/102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.out,0.0090269367844415
KDD21/002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.out,0.0232254898895947
KDD21/229_UCR_Anomaly_mit14134longtermecg_16363_57960_57970.out,0.0001240786999012
KDD21/121_UCR_Anomaly_ECG3_15000_16000_16100.out,0.9695375427167808
KDD21/129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993.out,0.9986111111111112
KDD21/034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.out,0.4618449547631444
KDD21/134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.out,0.7397216835483066
KDD21/181_UCR_Anomaly_park3m_60000_72150_72495.out,0.0132177010882267
KDD21/089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.out,0.2488237342085079
KDD21/044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821.out,0.5222908542798895
KDD21/091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370.out,0.0080303714907492
KDD21/130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645.out,0.9996088058491756
KDD21/118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054.out,0.4848192613912047
KDD21/222_UCR_Anomaly_mit14046longtermecg_56123_91200_91700.out,0.2224773895776073
KDD21/163_UCR_Anomaly_apneaecg2_10000_20950_21100.out,0.023837043995906
KDD21/185_UCR_Anomaly_resperation11_58000_110800_110801.out,5.540534550773459e-06
KDD21/113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392.out,0.0019607843137254
KDD21/162_UCR_Anomaly_WalkingAceleration5_2700_5920_5979.out,0.9950841531350004
KDD21/220_UCR_Anomaly_STAFFIIIDatabase_43217_250720_251370.out,0.0020666137192638
KDD21/106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.out,0.0201300798558411
KDD21/151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out,0.0179097706604646
KDD21/128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388.out,0.9808796952041596
KDD21/043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440.out,0.0138750232087457
KDD21/021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out,0.982687003180612
KDD21/048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085.out,0.8853494458929367
KDD21/029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587.out,0.0354292040152136
KDD21/189_UCR_Anomaly_resperation3_45000_158250_158251.out,1.6490765171503957e-05
KDD21/096_UCR_Anomaly_NOISEECG4_5000_16900_17100.out,0.9926843774433096
KDD21/235_UCR_Anomaly_mit14157longtermecg_18913_75450_75451.out,0.0004336513443191
KDD21/215_UCR_Anomaly_STAFFIIIDatabase_36276_106720_107370.out,0.0066912911727309
KDD21/117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900.out,0.5352805789720969
KDD21/224_UCR_Anomaly_mit14046longtermecg_76123_191200_191700.out,0.0571550323700905
KDD21/191_UCR_Anomaly_resperation9_38000_143411_143511.out,0.0006272757370742
KDD21/137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.out,0.9835352318930194
KDD21/248_UCR_Anomaly_weallwalk_2000_4702_4707.out,0.005885682101584
KDD21/017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100.out,0.9766066242980488
KDD21/131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out,0.9827858392969896
KDD21/011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100.out,0.1068598143719112
KDD21/135_UCR_Anomaly_InternalBleeding16_1200_4187_4199.out,0.0630201821071525
KDD21/205_UCR_Anomaly_CHARISfive_9812_28995_29085.out,0.0034921349508443
KDD21/005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.out,0.0016778523489932
KDD21/068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.out,0.7937999640850341
KDD21/208_UCR_Anomaly_CHARISten_5130_27929_27989.out,0.614428107234644
KDD21/236_UCR_Anomaly_mit14157longtermecg_19313_46350_46390.out,0.0039185893738149
KDD21/098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199.out,0.0133925262097775
KDD21/052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809.out,0.7251362588446026
KDD21/015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100.out,0.0021814183844531
KDD21/058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.out,0.8577550899636528
KDD21/207_UCR_Anomaly_CHARISten_3165_26929_26989.out,0.6421182393839561
KDD21/014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100.out,0.943759212731887
KDD21/190_UCR_Anomaly_resperation4_70000_128430_128431.out,1.172497889503799e-05
KDD21/025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634.out,0.911062001290049
KDD21/095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out,0.0384379519686729
KDD21/039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420.out,0.8729096734985857
KDD21/250_UCR_Anomaly_weallwalk_2951_7290_7296.out,0.0009676621655688
