,OCSVM
Daphnet/S01R02E0.test.csv@6.out,0.039139033814352214
Daphnet/S03R03E4.test.csv@6.out,0.037084375993472495
Daphnet/S03R02E0.test.csv@4.out,0.1345391534653425
Daphnet/S03R01E1.test.csv@8.out,0.207112712592576
Daphnet/S09R01E2.test.csv@8.out,0.15437041811765548
Daphnet/S03R02E0.test.csv@6.out,0.15487763550614383
Daphnet/S03R02E0.test.csv@7.out,0.15826238691837702
Daphnet/S03R03E4.test.csv@4.out,0.032380225533570305
Daphnet/S01R02E0.test.csv@4.out,0.05254514660359402
Daphnet/S03R02E0.test.csv@3.out,0.09550766096288377
Daphnet/S03R02E0.test.csv@2.out,0.13526725156617242
Daphnet/S03R03E4.test.csv@1.out,0.015380134177584721
Daphnet/S03R01E0.test.csv@8.out,0.15053201200044256
Daphnet/S01R02E0.test.csv@1.out,0.0396336299236491
Daphnet/S03R03E4.test.csv@3.out,0.01894385840199144
Daphnet/S03R02E0.test.csv@1.out,0.25129720360861757
Daphnet/S03R03E4.test.csv@2.out,0.025944986570990747
Daphnet/S09R01E0.test.csv@8.out,0.02096965099095189
Daphnet/S09R01E0.test.csv@9.out,0.02490570289612368
Daphnet/S06R01E2.test.csv@5.out,0.002376003442041202
Daphnet/S09R01E0.test.csv@7.out,0.048999777338247626
Daphnet/S09R01E0.test.csv@6.out,0.06889561378137848
Daphnet/S09R01E0.test.csv@4.out,0.03202753575581347
Daphnet/S09R01E0.test.csv@5.out,0.039342916516982226
Daphnet/S08R01E0.test.csv@4.out,0.1679375535032597
Daphnet/S09R01E0.test.csv@1.out,0.03566514371539136
Daphnet/S09R01E0.test.csv@2.out,0.026584789102011164
Daphnet/S03R01E1.test.csv@2.out,0.23756760982911188
Daphnet/S03R01E0.test.csv@6.out,0.13067156072731775
Daphnet/S09R01E4.test.csv@4.out,0.032380225533570305
Daphnet/S02R01E0.test.csv@6.out,0.11736932134367194
Daphnet/S03R01E1.test.csv@1.out,0.17221311013136725
Daphnet/S02R01E0.test.csv@4.out,0.12686665724798563
Daphnet/S09R01E4.test.csv@6.out,0.037084375993472495
Daphnet/S03R01E0.test.csv@4.out,0.14084053344587388
Daphnet/S03R01E1.test.csv@4.out,0.22682032982004754
Daphnet/S09R01E2.test.csv@4.out,0.1470357298733387
Daphnet/S09R01E4.test.csv@3.out,0.01894385840199144
Daphnet/S09R01E4.test.csv@2.out,0.025944986570990747
Daphnet/S03R01E1.test.csv@7.out,0.21621225308053332
Daphnet/S03R01E0.test.csv@3.out,0.12158660708520208
Daphnet/S03R02E0.test.csv@9.out,0.12787511319634745
Daphnet/S03R02E0.test.csv@8.out,0.12671093079635162
Daphnet/S09R01E4.test.csv@1.out,0.015380134177584721
Daphnet/S02R01E0.test.csv@3.out,0.158915752333189
Dodgers/101-freeway-traffic.test.out,0.16650221170300303
ECG/MBA_ECG14046_data_27.out,0.12282677838009509
ECG/MBA_ECG14046_data_33.out,0.5355362358089907
ECG/MBA_ECG14046_data_32.out,0.2012882987948588
ECG/MBA_ECG14046_data_26.out,0.27400089909090153
ECG/MBA_ECG14046_data_30.out,0.5763848178329015
ECG/MBA_ECG14046_data_24.out,0.3852986587315119
ECG/MBA_ECG820_data.out,0.22190849058679712
ECG/MBA_ECG14046_data_18.out,0.052204957575867135
ECG/MBA_ECG14046_data_19.out,0.2992342550519629
ECG/MBA_ECG14046_data_25.out,0.27838502331912224
ECG/MBA_ECG14046_data_31.out,0.32804375210769465
ECG/MBA_ECG14046_data_35.out,0.4792519268061348
ECG/MBA_ECG14046_data_21.out,0.41853195225445394
ECG/MBA_ECG803_data.out,0.34174237642010663
ECG/MBA_ECG14046_data_20.out,0.39163960895919137
ECG/MBA_ECG14046_data_34.out,0.1528883675001325
ECG/MBA_ECG14046_data_22.out,0.19585540082429231
ECG/MBA_ECG14046_data_36.out,0.0713793434794889
ECG/MBA_ECG14046_data_37.out,0.538470690384658
ECG/MBA_ECG14046_data_23.out,0.3588743650694927
ECG/MBA_ECG14046_data_44.out,0.5356195152479057
ECG/MBA_ECG805_data.out,0.290188357080193
ECG/MBA_ECG14046_data_45.out,0.39012901103825165
ECG/MBA_ECG14046_data_46.out,0.20398226278190587
ECG/MBA_ECG14046_data_42.out,0.35139374427296893
ECG/MBA_ECG14046_data_43.out,0.2890317513547416
ECG/MBA_ECG14046_data_41.out,0.237120340024953
ECG/MBA_ECG14046_data_8.out,0.13513583667653462
ECG/MBA_ECG14046_data_9.out,0.25430414393068895
ECG/MBA_ECG14046_data_40.out,0.23537387901234072
ECG/MBA_ECG14046_data_4.out,0.3504248809524629
ECG/MBA_ECG14046_data_5.out,0.3696986007359923
ECG/MBA_ECG14046_data_7.out,0.3135237399629369
ECG/MBA_ECG801_data.out,0.10000502974062128
ECG/MBA_ECG14046_data_6.out,0.26755200215958813
ECG/MBA_ECG14046_data_2.out,0.33197554043648375
ECG/MBA_ECG14046_data_3.out,0.7796337540051703
ECG/MBA_ECG14046_data_1.out,0.43263098074387507
ECG/MBA_ECG14046_data_0.out,0.5102206450898673
ECG/MBA_ECG14046_data_12.out,0.22265945809325868
ECG/MBA_ECG14046_data_13.out,0.4412012195143787
ECG/MBA_ECG14046_data_11.out,0.45160620524203077
ECG/MBA_ECG14046_data_39.out,0.1668546017168525
ECG/MBA_ECG14046_data_38.out,0.2571862584566667
ECG/MBA_ECG14046_data_10.out,0.6612604287325102
ECG/MBA_ECG14046_data_28.out,0.12509399420053469
ECG/MBA_ECG14046_data_14.out,0.3848955460467231
ECG/MBA_ECG14046_data_15.out,0.22326221348207229
ECG/MBA_ECG14046_data_29.out,0.5998379803804016
ECG/MBA_ECG14046_data_17.out,0.3256373566928621
ECG/MBA_ECG806_data.out,0.3489393710156413
ECG/MBA_ECG14046_data_16.out,0.2761924272569971
Genesis/genesis-anomalies.test.csv@1.out,0.1707036801794908
Genesis/genesis-anomalies.test.csv@3.out,0.002226298819616017
Genesis/genesis-anomalies.test.csv@6.out,0.006805015231933634
Genesis/genesis-anomalies.test.csv@5.out,0.10841269932489452
Genesis/genesis-anomalies.test.csv@17.out,0.007505246853498456
Genesis/genesis-anomalies.test.csv@13.out,0.0038945365651231302
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@2.out,0.00038124589117681154
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@10.out,0.013483005279385852
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@4.out,0.00038391430332373593
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@10.out,0.014001222303289151
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@10.out,0.014001222303289151
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@1.out,0.010989832600268484
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@1.out,0.009750115132069737
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@8.out,0.0135841690435059
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@2.out,0.0003807036687815385
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@8.out,0.014001222303289151
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@13.out,0.23120626766190328
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@13.out,0.0072291407300615175
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@13.out,0.013022546911781124
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@8.out,0.013781508354295436
GHL/40_Lev_corr_Temp_fault_seed_180_vars_23.test.csv@3.out,0.007899467097183609
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@10.out,0.013781508354295436
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@2.out,0.0003842060679245177
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@13.out,0.013918252663523124
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@13.out,0.007153820882499751
GHL/45_Lev_corr_Temp_fault_seed_193_vars_23.test.csv@3.out,0.01092696054810769
GHL/34_Lev_corr_Temp_fault_seed_151_vars_23.test.csv@13.out,0.005818353385902642
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@4.out,0.00037987449385224874
GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@10.out,0.014001222303289151
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@13.out,0.00040396962122212876
GHL/26_Lev_corr_Temp_fault_seed_113_vars_23.test.csv@13.out,0.0033937124305419178
GHL/35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@13.out,0.005821570812097173
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@10.out,0.013943161152724896
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@10.out,0.013781508354295436
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@4.out,0.0003803522782335788
GHL/48_Lev_corr_Temp_fault_seed_199_vars_23.test.csv@3.out,0.012280545764697438
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@4.out,0.00038080143221354436
GHL/35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@12.out,0.0028557366248220845
GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@13.out,0.013797607349100264
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@13.out,0.014941588226789853
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@4.out,0.0003813154459572736
GHL/39_Lev_corr_Temp_fault_seed_170_vars_23.test.csv@3.out,0.0038881283022048447
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@10.out,0.013781508354295436
GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv@7.out,0.0003678465225378375
GHL/41_Lev_corr_Temp_fault_seed_181_vars_23.test.csv@3.out,0.015424687129504377
GHL/01_Lev_fault_Temp_corr_seed_11_vars_23.test.csv@8.out,0.013781508354295436
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@10.out,0.014001222303289151
GHL/10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@8.out,0.013483005279385852
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@4.out,0.0003822007014388448
GHL/22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@2.out,0.00038356092313063353
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@13.out,0.005343331985187771
GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv@4.out,0.0003809927515811188
GHL/16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@8.out,0.013537883942327035
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@4.out,0.00038074998761255803
GHL/20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@8.out,0.013781508354295436
GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv@13.out,0.2633270092910343
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@2.out,0.0003825200817689582
GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@8.out,0.014001222303289151
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@1.out,0.010676919376493803
GHL/37_Lev_corr_Temp_fault_seed_163_vars_23.test.csv@7.out,0.002680693045075675
GHL/36_Lev_corr_Temp_fault_seed_159_vars_23.test.csv@13.out,0.009626668879807086
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@10.out,0.013537883942327035
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@8.out,0.013781508354295436
GHL/30_Lev_corr_Temp_fault_seed_130_vars_23.test.csv@13.out,0.005675858262527088
GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv@10.out,0.014001222303289151
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@8.out,0.014001222303289151
GHL/31_Lev_corr_Temp_fault_seed_132_vars_23.test.csv@13.out,0.005139218035517517
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@2.out,0.00038314163885144916
GHL/22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@4.out,0.0003828404215083741
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@13.out,0.00044833032014401106
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@2.out,0.0003812746109772028
GHL/47_Lev_corr_Temp_fault_seed_197_vars_23.test.csv@1.out,0.002162846522537838
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@4.out,0.0003801787083187233
GHL/48_Lev_corr_Temp_fault_seed_199_vars_23.test.csv@16.out,0.00893311865406557
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@13.out,0.01293572590101754
GHL/22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@8.out,0.013727511583125018
GHL/31_Lev_corr_Temp_fault_seed_132_vars_23.test.csv@7.out,0.002575693045075675
GHL/16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@2.out,0.00038015494581508365
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@10.out,0.014001222303289151
GHL/20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@4.out,0.0003797310149049622
