,files,choice
0,OBSEA/2023-10-21.out,7
1,OBSEA/2023-11-06.out,7
2,OBSEA/2022-03-15.out,5
3,OBSEA/2022-03-02.out,7
4,OBSEA/2022-03-28.out,5
5,OBSEA/2023-07-28.out,7
6,OBSEA/2022-10-13.out,7
7,OBSEA/2022-04-09.out,5
8,OBSEA/2023-10-11.out,7
9,OBSEA/2023-08-24.out,7
10,OBSEA/2022-07-31.out,7
11,OBSEA/2022-03-07.out,7
12,OBSEA/2022-12-20.out,7
13,OBSEA/2022-08-07.out,7
14,OBSEA/2023-11-05.out,7
15,OBSEA/2023-04-26.out,5
16,OBSEA/2023-06-21.out,7
17,OBSEA/2022-09-06.out,7
18,OBSEA/2022-03-06.out,7
19,OBSEA/2022-05-14.out,7
20,OBSEA/2023-05-16.out,5
21,OBSEA/2023-07-30.out,7
22,OBSEA/2022-01-12.out,5
23,OBSEA/2022-09-26.out,7
24,OBSEA/2022-09-27.out,7
25,OBSEA/2023-06-23.out,7
26,OBSEA/2023-10-25.out,7
27,OBSEA/2023-08-16.out,7
28,OBSEA/2022-10-15.out,7
29,OBSEA/2023-08-18.out,7
30,OBSEA/2023-09-28.out,7
31,OBSEA/2022-05-07.out,5
32,OBSEA/2022-01-02.out,5
33,OBSEA/2023-05-01.out,5
34,OBSEA/2022-07-26.out,7
35,OBSEA/2023-05-31.out,5
36,OBSEA/2022-07-02.out,7
37,OBSEA/2023-08-20.out,7
38,OBSEA/2023-02-09.out,5
39,OBSEA/2022-08-17.out,7
40,OBSEA/2022-02-21.out,7
41,OBSEA/2023-09-08.out,7
42,OBSEA/2023-04-21.out,5
43,OBSEA/2023-09-22.out,7
44,OBSEA/2022-04-20.out,5
45,OBSEA/2022-10-12.out,7
46,OBSEA/2023-08-28.out,7
47,OBSEA/2023-09-26.out,7
48,OBSEA/2023-05-15.out,5
49,OBSEA/2023-03-09.out,5
50,OBSEA/2023-01-02.out,7
51,OBSEA/2023-11-07.out,7
52,OBSEA/2023-04-17.out,5
53,OBSEA/2022-08-29.out,7
54,OBSEA/2023-05-08.out,5
55,OBSEA/2023-05-29.out,5
56,OBSEA/2023-06-14.out,7
57,OBSEA/2022-01-25.out,5
58,OBSEA/2022-10-06.out,7
59,OBSEA/2023-01-05.out,3
60,OBSEA/2023-02-20.out,5
61,OBSEA/2023-09-13.out,7
62,OBSEA/2023-02-15.out,5
63,OBSEA/2023-09-03.out,7
64,OBSEA/2022-08-31.out,7
65,OBSEA/2023-04-07.out,5
66,OBSEA/2023-07-12.out,7
67,OBSEA/2022-08-30.out,7
68,OBSEA/2022-01-08.out,5
69,OBSEA/2022-03-08.out,7
70,OBSEA/2023-06-08.out,7
71,OBSEA/2023-10-12.out,7
72,OBSEA/2023-10-05.out,7
73,OBSEA/2022-10-01.out,7
74,OBSEA/2022-02-15.out,7
75,OBSEA/2022-08-03.out,7
76,OBSEA/2022-02-24.out,7
77,OBSEA/2022-08-14.out,7
78,OBSEA/2022-09-29.out,7
79,OBSEA/2022-08-04.out,7
80,OBSEA/2023-08-10.out,7
81,OBSEA/2023-09-07.out,7
82,OBSEA/2022-07-25.out,7
83,OBSEA/2023-10-23.out,7
84,OBSEA/2023-09-04.out,7
85,OBSEA/2023-09-02.out,7
86,OBSEA/2022-08-06.out,7
87,OBSEA/2022-04-26.out,5
88,OBSEA/2022-05-03.out,5
89,OBSEA/2022-04-02.out,5
90,OBSEA/2023-08-15.out,7
91,OBSEA/2022-12-22.out,7
92,OBSEA/2022-03-24.out,5
93,OBSEA/2023-04-14.out,5
94,OBSEA/2022-03-21.out,5
95,OBSEA/2023-08-21.out,7
96,OBSEA/2022-03-27.out,5
97,OBSEA/2022-07-24.out,7
98,OBSEA/2023-02-03.out,5
99,OBSEA/2022-01-20.out,5
100,OBSEA/2023-05-20.out,5
101,OBSEA/2023-01-08.out,5
102,OBSEA/2022-09-05.out,7
103,OBSEA/2023-10-18.out,7
104,OBSEA/2022-01-17.out,5
105,OBSEA/2022-09-18.out,7
106,OBSEA/2023-10-10.out,5
107,OBSEA/2022-06-02.out,7
108,OBSEA/2023-07-18.out,7
109,OBSEA/2022-08-09.out,7
110,OBSEA/2022-09-01.out,7
111,OBSEA/2023-01-22.out,5
112,OBSEA/2022-12-27.out,7
113,OBSEA/2023-05-18.out,5
114,OBSEA/2023-10-14.out,7
115,OBSEA/2022-02-13.out,7
116,OBSEA/2022-05-13.out,5
117,OBSEA/2022-07-04.out,7
118,OBSEA/2022-04-08.out,5
119,OBSEA/2023-10-03.out,7
120,OBSEA/2022-04-12.out,5
121,OBSEA/2022-07-15.out,7
122,OBSEA/2022-07-28.out,7
123,OBSEA/2022-01-29.out,7
124,OBSEA/2022-01-10.out,5
125,OBSEA/2023-05-12.out,5
126,OBSEA/2022-08-10.out,7
127,OBSEA/2023-02-27.out,1
128,OBSEA/2023-04-15.out,5
129,OBSEA/2022-02-23.out,7
130,OBSEA/2022-04-16.out,5
131,OBSEA/2023-08-27.out,7
132,OBSEA/2023-03-24.out,5
133,OBSEA/2022-12-23.out,7
134,OBSEA/2022-09-12.out,7
135,OBSEA/2023-05-10.out,5
136,OBSEA/2023-03-25.out,5
137,OBSEA/2022-03-23.out,5
138,OBSEA/2022-04-28.out,5
139,OBSEA/2023-02-28.out,5
140,OBSEA/2022-07-09.out,7
141,OBSEA/2023-08-05.out,7
142,OBSEA/2022-02-22.out,7
143,OBSEA/2023-03-17.out,5
144,OBSEA/2023-04-20.out,5
145,OBSEA/2022-03-30.out,5
146,OBSEA/2023-02-16.out,5
147,OBSEA/2022-02-25.out,7
148,OBSEA/2022-12-31.out,7
149,OBSEA/2023-06-04.out,5
150,OBSEA/2023-04-01.out,5
151,OBSEA/2023-08-02.out,7
152,OBSEA/2023-03-22.out,5
153,OBSEA/2022-12-17.out,7
154,OBSEA/2022-01-28.out,7
155,OBSEA/2022-09-04.out,7
156,OBSEA/2023-02-08.out,5
157,OBSEA/2022-02-16.out,7
158,OBSEA/2023-06-28.out,7
159,OBSEA/2023-06-26.out,7
160,OBSEA/2022-04-24.out,5
161,OBSEA/2023-06-24.out,7
162,OBSEA/2022-04-03.out,5
163,OBSEA/2023-03-13.out,5
164,OBSEA/2022-08-13.out,7
165,OBSEA/2023-02-11.out,5
166,OBSEA/2022-08-16.out,7
167,OBSEA/2023-09-27.out,7
168,OBSEA/2022-05-19.out,5
169,OBSEA/2023-10-24.out,7
170,OBSEA/2022-01-14.out,5
171,OBSEA/2023-03-18.out,5
