,files,choice
0,OBSEA/2023-10-21.out,3
1,OBSEA/2023-11-06.out,6
2,OBSEA/2022-03-15.out,0
3,OBSEA/2022-03-02.out,0
4,OBSEA/2022-03-28.out,0
5,OBSEA/2023-07-28.out,6
6,OBSEA/2022-10-13.out,6
7,OBSEA/2022-04-09.out,0
8,OBSEA/2023-10-11.out,6
9,OBSEA/2023-08-24.out,7
10,OBSEA/2022-07-31.out,6
11,OBSEA/2022-03-07.out,0
12,OBSEA/2022-12-20.out,5
13,OBSEA/2022-08-07.out,6
14,OBSEA/2023-11-05.out,6
15,OBSEA/2023-04-26.out,2
16,OBSEA/2023-06-21.out,6
17,OBSEA/2022-09-06.out,7
18,OBSEA/2022-03-06.out,0
19,OBSEA/2022-05-14.out,5
20,OBSEA/2023-05-16.out,0
21,OBSEA/2023-07-30.out,7
22,OBSEA/2022-01-12.out,0
23,OBSEA/2022-09-26.out,7
24,OBSEA/2022-09-27.out,6
25,OBSEA/2023-06-23.out,6
26,OBSEA/2023-10-25.out,6
27,OBSEA/2023-08-16.out,7
28,OBSEA/2022-10-15.out,6
29,OBSEA/2023-08-18.out,7
30,OBSEA/2023-09-28.out,6
31,OBSEA/2022-05-07.out,5
32,OBSEA/2022-01-02.out,0
33,OBSEA/2023-05-01.out,4
34,OBSEA/2022-07-26.out,6
35,OBSEA/2023-05-31.out,4
36,OBSEA/2022-07-02.out,6
37,OBSEA/2023-08-20.out,7
38,OBSEA/2023-02-09.out,1
39,OBSEA/2022-08-17.out,6
40,OBSEA/2022-02-21.out,0
41,OBSEA/2023-09-08.out,7
42,OBSEA/2023-04-21.out,0
43,OBSEA/2023-09-22.out,6
44,OBSEA/2022-04-20.out,0
45,OBSEA/2022-10-12.out,6
46,OBSEA/2023-08-28.out,7
47,OBSEA/2023-09-26.out,6
48,OBSEA/2023-05-15.out,0
49,OBSEA/2023-03-09.out,3
50,OBSEA/2023-01-02.out,5
51,OBSEA/2023-11-07.out,6
52,OBSEA/2023-04-17.out,0
53,OBSEA/2022-08-29.out,6
54,OBSEA/2023-05-08.out,4
55,OBSEA/2023-05-29.out,4
56,OBSEA/2023-06-14.out,5
57,OBSEA/2022-01-25.out,0
58,OBSEA/2022-10-06.out,6
59,OBSEA/2023-01-05.out,5
60,OBSEA/2023-02-20.out,1
61,OBSEA/2023-09-13.out,7
62,OBSEA/2023-02-15.out,1
63,OBSEA/2023-09-03.out,7
64,OBSEA/2022-08-31.out,6
65,OBSEA/2023-04-07.out,0
66,OBSEA/2023-07-12.out,6
67,OBSEA/2022-08-30.out,6
68,OBSEA/2022-01-08.out,0
69,OBSEA/2022-03-08.out,0
70,OBSEA/2023-06-08.out,5
71,OBSEA/2023-10-12.out,6
72,OBSEA/2023-10-05.out,6
73,OBSEA/2022-10-01.out,6
74,OBSEA/2022-02-15.out,0
75,OBSEA/2022-08-03.out,6
76,OBSEA/2022-02-24.out,0
77,OBSEA/2022-08-14.out,0
78,OBSEA/2022-09-29.out,6
79,OBSEA/2022-08-04.out,6
80,OBSEA/2023-08-10.out,7
81,OBSEA/2023-09-07.out,7
82,OBSEA/2022-07-25.out,6
83,OBSEA/2023-10-23.out,6
84,OBSEA/2023-09-04.out,7
85,OBSEA/2023-09-02.out,7
86,OBSEA/2022-08-06.out,6
87,OBSEA/2022-04-26.out,0
88,OBSEA/2022-05-03.out,2
89,OBSEA/2022-04-02.out,0
90,OBSEA/2023-08-15.out,7
91,OBSEA/2022-12-22.out,5
92,OBSEA/2022-03-24.out,0
93,OBSEA/2023-04-14.out,0
94,OBSEA/2022-03-21.out,6
95,OBSEA/2023-08-21.out,7
96,OBSEA/2022-03-27.out,0
97,OBSEA/2022-07-24.out,6
98,OBSEA/2023-02-03.out,3
99,OBSEA/2022-01-20.out,0
100,OBSEA/2023-05-20.out,0
101,OBSEA/2023-01-08.out,5
102,OBSEA/2022-09-05.out,7
103,OBSEA/2023-10-18.out,6
104,OBSEA/2022-01-17.out,0
105,OBSEA/2022-09-18.out,7
106,OBSEA/2023-10-10.out,3
107,OBSEA/2022-06-02.out,5
108,OBSEA/2023-07-18.out,6
109,OBSEA/2022-08-09.out,6
110,OBSEA/2022-09-01.out,6
111,OBSEA/2023-01-22.out,1
112,OBSEA/2022-12-27.out,6
113,OBSEA/2023-05-18.out,3
114,OBSEA/2023-10-14.out,6
115,OBSEA/2022-02-13.out,0
116,OBSEA/2022-05-13.out,5
117,OBSEA/2022-07-04.out,6
118,OBSEA/2022-04-08.out,0
119,OBSEA/2023-10-03.out,6
120,OBSEA/2022-04-12.out,0
121,OBSEA/2022-07-15.out,6
122,OBSEA/2022-07-28.out,6
123,OBSEA/2022-01-29.out,0
124,OBSEA/2022-01-10.out,0
125,OBSEA/2023-05-12.out,4
126,OBSEA/2022-08-10.out,6
127,OBSEA/2023-02-27.out,0
128,OBSEA/2023-04-15.out,1
129,OBSEA/2022-02-23.out,0
130,OBSEA/2022-04-16.out,0
131,OBSEA/2023-08-27.out,7
132,OBSEA/2023-03-24.out,1
133,OBSEA/2022-12-23.out,6
134,OBSEA/2022-09-12.out,7
135,OBSEA/2023-05-10.out,4
136,OBSEA/2023-03-25.out,1
137,OBSEA/2022-03-23.out,0
138,OBSEA/2022-04-28.out,0
139,OBSEA/2023-02-28.out,0
140,OBSEA/2022-07-09.out,6
141,OBSEA/2023-08-05.out,6
142,OBSEA/2022-02-22.out,0
143,OBSEA/2023-03-17.out,3
144,OBSEA/2023-04-20.out,5
145,OBSEA/2022-03-30.out,0
146,OBSEA/2023-02-16.out,1
147,OBSEA/2022-02-25.out,0
148,OBSEA/2022-12-31.out,5
149,OBSEA/2023-06-04.out,4
150,OBSEA/2023-04-01.out,1
151,OBSEA/2023-08-02.out,6
152,OBSEA/2023-03-22.out,1
153,OBSEA/2022-12-17.out,5
154,OBSEA/2022-01-28.out,0
155,OBSEA/2022-09-04.out,7
156,OBSEA/2023-02-08.out,1
157,OBSEA/2022-02-16.out,0
158,OBSEA/2023-06-28.out,3
159,OBSEA/2023-06-26.out,5
160,OBSEA/2022-04-24.out,0
161,OBSEA/2023-06-24.out,3
162,OBSEA/2022-04-03.out,0
163,OBSEA/2023-03-13.out,3
164,OBSEA/2022-08-13.out,6
165,OBSEA/2023-02-11.out,1
166,OBSEA/2022-08-16.out,6
167,OBSEA/2023-09-27.out,6
168,OBSEA/2022-05-19.out,2
169,OBSEA/2023-10-24.out,6
170,OBSEA/2022-01-14.out,0
171,OBSEA/2023-03-18.out,1
172,OBSEA/2022-05-18.out,5
173,OBSEA/2022-09-03.out,7
174,OBSEA/2023-07-25.out,7
175,OBSEA/2022-05-22.out,2
176,OBSEA/2022-02-19.out,0
177,OBSEA/2023-04-09.out,0
178,OBSEA/2023-07-27.out,7
179,OBSEA/2023-05-05.out,6
180,OBSEA/2022-03-25.out,0
181,OBSEA/2023-04-18.out,0
182,OBSEA/2023-04-02.out,1
183,OBSEA/2023-09-12.out,7
184,OBSEA/2023-03-11.out,3
185,OBSEA/2023-10-17.out,6
186,OBSEA/2022-02-08.out,0
187,OBSEA/2023-01-26.out,1
188,OBSEA/2022-07-06.out,6
189,OBSEA/2023-05-21.out,0
190,OBSEA/2023-03-12.out,3
191,OBSEA/2023-03-29.out,1
192,OBSEA/2022-09-09.out,6
193,OBSEA/2023-07-31.out,7
194,OBSEA/2023-08-26.out,6
195,OBSEA/2023-10-13.out,6
196,OBSEA/2022-01-23.out,0
197,OBSEA/2022-03-19.out,6
198,OBSEA/2022-02-26.out,0
199,OBSEA/2022-12-25.out,5
200,OBSEA/2022-05-04.out,2
201,OBSEA/2023-06-19.out,6
202,OBSEA/2023-04-04.out,0
203,OBSEA/2022-03-22.out,6
204,OBSEA/2023-02-10.out,1
205,OBSEA/2023-03-28.out,1
206,OBSEA/2022-08-22.out,7
207,OBSEA/2023-07-23.out,7
208,OBSEA/2022-01-07.out,0
209,OBSEA/2023-05-04.out,6
210,OBSEA/2022-05-12.out,5
211,OBSEA/2022-01-18.out,0
212,OBSEA/2023-11-03.out,6
213,OBSEA/2023-08-31.out,7
214,OBSEA/2022-05-09.out,5
215,OBSEA/2023-10-04.out,6
216,OBSEA/2022-05-05.out,5
217,OBSEA/2022-07-30.out,7
218,OBSEA/2022-02-18.out,0
219,OBSEA/2023-06-06.out,4
220,OBSEA/2023-09-29.out,6
221,OBSEA/2023-05-07.out,4
222,OBSEA/2023-01-29.out,3
223,OBSEA/2023-09-11.out,7
224,OBSEA/2022-04-15.out,0
225,OBSEA/2023-02-01.out,3
226,OBSEA/2023-01-25.out,1
227,OBSEA/2022-09-13.out,7
228,OBSEA/2023-06-05.out,4
229,OBSEA/2022-05-01.out,0
230,OBSEA/2022-05-21.out,2
231,OBSEA/2022-05-08.out,5
232,OBSEA/2022-01-15.out,0
233,OBSEA/2023-02-07.out,1
234,OBSEA/2022-04-29.out,0
235,OBSEA/2022-04-18.out,0
236,OBSEA/2023-05-17.out,3
237,OBSEA/2023-10-09.out,3
238,OBSEA/2023-08-17.out,7
239,OBSEA/2022-04-06.out,0
240,OBSEA/2022-07-27.out,6
241,OBSEA/2022-02-07.out,0
242,OBSEA/2022-06-03.out,5
243,OBSEA/2022-05-06.out,5
244,OBSEA/2022-01-11.out,0
245,OBSEA/2022-02-06.out,0
246,OBSEA/2022-03-13.out,0
247,OBSEA/2022-08-12.out,6
248,OBSEA/2023-08-30.out,7
249,OBSEA/2023-01-19.out,1
250,OBSEA/2023-09-25.out,6
251,OBSEA/2023-04-22.out,0
252,OBSEA/2023-01-12.out,6
253,OBSEA/2023-01-28.out,3
254,OBSEA/2023-10-02.out,6
255,OBSEA/2023-05-22.out,4
256,OBSEA/2022-07-08.out,6
257,OBSEA/2022-09-02.out,6
258,OBSEA/2022-07-10.out,6
259,OBSEA/2023-03-19.out,1
260,OBSEA/2022-02-03.out,0
261,OBSEA/2023-02-12.out,1
262,OBSEA/2023-03-08.out,1
263,OBSEA/2023-09-20.out,6
264,OBSEA/2022-01-26.out,0
265,OBSEA/2022-03-12.out,0
266,OBSEA/2022-07-23.out,6
267,OBSEA/2022-03-04.out,0
268,OBSEA/2023-07-15.out,6
269,OBSEA/2022-08-26.out,7
270,OBSEA/2022-03-18.out,6
271,OBSEA/2023-04-29.out,4
272,OBSEA/2023-02-18.out,1
273,OBSEA/2023-07-13.out,6
274,OBSEA/2023-08-06.out,7
275,OBSEA/2023-04-12.out,0
276,OBSEA/2023-10-22.out,6
277,OBSEA/2023-03-15.out,3
278,OBSEA/2022-01-22.out,0
279,OBSEA/2022-09-08.out,6
280,OBSEA/2022-05-02.out,0
281,OBSEA/2022-02-02.out,0
282,OBSEA/2023-01-06.out,5
283,OBSEA/2023-01-18.out,0
284,OBSEA/2022-02-10.out,0
285,OBSEA/2022-09-23.out,7
286,OBSEA/2023-06-25.out,5
287,OBSEA/2022-09-30.out,6
288,OBSEA/2022-01-21.out,0
289,OBSEA/2023-06-09.out,5
290,OBSEA/2023-01-27.out,3
291,OBSEA/2023-08-04.out,6
292,OBSEA/2022-08-02.out,6
293,OBSEA/2023-03-30.out,1
294,OBSEA/2023-05-09.out,4
295,OBSEA/2023-07-06.out,6
296,OBSEA/2023-09-16.out,7
297,OBSEA/2023-06-20.out,6
298,OBSEA/2023-04-06.out,0
299,OBSEA/2023-07-17.out,6
300,OBSEA/2023-09-21.out,6
301,OBSEA/2022-07-29.out,6
302,OBSEA/2023-02-06.out,3
303,OBSEA/2022-08-19.out,7
304,OBSEA/2023-04-24.out,2
305,OBSEA/2023-05-13.out,4
306,OBSEA/2023-10-15.out,6
307,OBSEA/2023-08-23.out,7
308,OBSEA/2023-07-19.out,6
309,OBSEA/2023-03-31.out,1
310,OBSEA/2023-02-19.out,1
311,OBSEA/2023-05-25.out,4
312,OBSEA/2023-10-27.out,6
313,OBSEA/2023-02-25.out,0
314,OBSEA/2022-03-14.out,0
