,files,choice
0,OBSEA/2023-10-21.out,2
1,OBSEA/2023-11-06.out,2
2,OBSEA/2022-03-15.out,2
3,OBSEA/2022-03-02.out,2
4,OBSEA/2022-03-28.out,2
5,OBSEA/2023-07-28.out,0
6,OBSEA/2022-10-13.out,0
7,OBSEA/2022-04-09.out,2
8,OBSEA/2023-10-11.out,0
9,OBSEA/2023-08-24.out,0
10,OBSEA/2022-07-31.out,0
11,OBSEA/2022-03-07.out,2
12,OBSEA/2022-12-20.out,2
13,OBSEA/2022-08-07.out,0
14,OBSEA/2023-11-05.out,2
15,OBSEA/2023-04-26.out,2
16,OBSEA/2023-06-21.out,0
17,OBSEA/2022-09-06.out,0
18,OBSEA/2022-03-06.out,2
19,OBSEA/2022-05-14.out,2
20,OBSEA/2023-05-16.out,2
21,OBSEA/2023-07-30.out,0
22,OBSEA/2022-01-12.out,2
23,OBSEA/2022-09-26.out,0
24,OBSEA/2022-09-27.out,0
25,OBSEA/2023-06-23.out,0
26,OBSEA/2023-10-25.out,0
27,OBSEA/2023-08-16.out,0
28,OBSEA/2022-10-15.out,0
29,OBSEA/2023-08-18.out,0
30,OBSEA/2023-09-28.out,0
31,OBSEA/2022-05-07.out,2
32,OBSEA/2022-01-02.out,2
33,OBSEA/2023-05-01.out,2
34,OBSEA/2022-07-26.out,0
35,OBSEA/2023-05-31.out,2
36,OBSEA/2022-07-02.out,0
37,OBSEA/2023-08-20.out,0
38,OBSEA/2023-02-09.out,2
39,OBSEA/2022-08-17.out,0
40,OBSEA/2022-02-21.out,2
41,OBSEA/2023-09-08.out,0
42,OBSEA/2023-04-21.out,2
43,OBSEA/2023-09-22.out,0
44,OBSEA/2022-04-20.out,2
45,OBSEA/2022-10-12.out,0
46,OBSEA/2023-08-28.out,0
47,OBSEA/2023-09-26.out,0
48,OBSEA/2023-05-15.out,2
49,OBSEA/2023-03-09.out,2
50,OBSEA/2023-01-02.out,2
51,OBSEA/2023-11-07.out,2
52,OBSEA/2023-04-17.out,2
53,OBSEA/2022-08-29.out,0
