,files,choice
0,OBSEA/2023-10-21.out,0
1,OBSEA/2023-11-06.out,0
2,OBSEA/2022-03-15.out,0
3,OBSEA/2022-03-02.out,0
4,OBSEA/2022-03-28.out,6
5,OBSEA/2023-07-28.out,6
6,OBSEA/2022-10-13.out,6
7,OBSEA/2022-04-09.out,6
8,OBSEA/2023-10-11.out,5
9,OBSEA/2023-08-24.out,6
10,OBSEA/2022-07-31.out,6
11,OBSEA/2022-03-07.out,0
12,OBSEA/2022-12-20.out,0
13,OBSEA/2022-08-07.out,2
14,OBSEA/2023-11-05.out,0
15,OBSEA/2023-04-26.out,5
16,OBSEA/2023-06-21.out,6
17,OBSEA/2022-09-06.out,6
18,OBSEA/2022-03-06.out,0
19,OBSEA/2022-05-14.out,5
20,OBSEA/2023-05-16.out,6
21,OBSEA/2023-07-30.out,6
22,OBSEA/2022-01-12.out,6
23,OBSEA/2022-09-26.out,6
24,OBSEA/2022-09-27.out,6
25,OBSEA/2023-06-23.out,6
26,OBSEA/2023-10-25.out,0
27,OBSEA/2023-08-16.out,6
28,OBSEA/2022-10-15.out,6
29,OBSEA/2023-08-18.out,6
30,OBSEA/2023-09-28.out,6
31,OBSEA/2022-05-07.out,0
32,OBSEA/2022-01-02.out,6
33,OBSEA/2023-05-01.out,2
34,OBSEA/2022-07-26.out,2
35,OBSEA/2023-05-31.out,6
36,OBSEA/2022-07-02.out,6
37,OBSEA/2023-08-20.out,6
38,OBSEA/2023-02-09.out,0
39,OBSEA/2022-08-17.out,6
40,OBSEA/2022-02-21.out,0
41,OBSEA/2023-09-08.out,6
42,OBSEA/2023-04-21.out,0
43,OBSEA/2023-09-22.out,0
44,OBSEA/2022-04-20.out,6
45,OBSEA/2022-10-12.out,6
46,OBSEA/2023-08-28.out,6
47,OBSEA/2023-09-26.out,6
48,OBSEA/2023-05-15.out,6
49,OBSEA/2023-03-09.out,0
50,OBSEA/2023-01-02.out,0
51,OBSEA/2023-11-07.out,0
52,OBSEA/2023-04-17.out,0
53,OBSEA/2022-08-29.out,6
54,OBSEA/2023-05-08.out,2
55,OBSEA/2023-05-29.out,2
56,OBSEA/2023-06-14.out,0
57,OBSEA/2022-01-25.out,6
58,OBSEA/2022-10-06.out,6
59,OBSEA/2023-01-05.out,0
60,OBSEA/2023-02-20.out,5
61,OBSEA/2023-09-13.out,6
62,OBSEA/2023-02-15.out,5
63,OBSEA/2023-09-03.out,6
64,OBSEA/2022-08-31.out,6
65,OBSEA/2023-04-07.out,0
66,OBSEA/2023-07-12.out,6
67,OBSEA/2022-08-30.out,6
68,OBSEA/2022-01-08.out,6
69,OBSEA/2022-03-08.out,0
70,OBSEA/2023-06-08.out,0
71,OBSEA/2023-10-12.out,5
72,OBSEA/2023-10-05.out,5
73,OBSEA/2022-10-01.out,6
74,OBSEA/2022-02-15.out,0
75,OBSEA/2022-08-03.out,2
76,OBSEA/2022-02-24.out,0
77,OBSEA/2022-08-14.out,0
78,OBSEA/2022-09-29.out,2
79,OBSEA/2022-08-04.out,2
80,OBSEA/2023-08-10.out,6
81,OBSEA/2023-09-07.out,6
82,OBSEA/2022-07-25.out,0
83,OBSEA/2023-10-23.out,5
84,OBSEA/2023-09-04.out,6
85,OBSEA/2023-09-02.out,6
