,PCA
KDD21/111_UCR_Anomaly_3sddb40_35000_46600_46900.out,0.0108145657809446
KDD21/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.out,0.2798820230348467
KDD21/119_UCR_Anomaly_ECG1_10000_11800_12100.out,0.5075949665959213
KDD21/214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370.out,0.0068591830765331
KDD21/213_UCR_Anomaly_STAFFIIIDatabase_33211_126920_127370.out,0.2453768850865966
KDD21/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.out,0.0024331678237162
KDD21/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.out,0.0065037979876697
KDD21/142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.out,0.9012355529383989
KDD21/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.out,0.0333461438355655
KDD21/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.out,0.2520639803211254
KDD21/239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514.out,0.0015221723038864
KDD21/077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.out,1.2652462169138116e-05
KDD21/175_UCR_Anomaly_insectEPG3_5200_7000_7050.out,0.0403829642810135
KDD21/241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100.out,0.0019518046258935
KDD21/155_UCR_Anomaly_PowerDemand4_18000_24005_24077.out,0.0014656221316227
KDD21/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.out,0.0098623521972686
KDD21/136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.out,0.0082119872829633
KDD21/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.out,0.0079767164686415
KDD21/147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420.out,0.9822481531584696
KDD21/200_UCR_Anomaly_tiltAPB4_20000_67995_67996.out,9.242315015064971e-06
KDD21/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.out,0.5731465130451823
KDD21/209_UCR_Anomaly_Fantasia_19000_26970_27270.out,0.0033073382418286
KDD21/198_UCR_Anomaly_tiltAPB2_50000_124159_124985.out,0.0042120413831869
KDD21/144_UCR_Anomaly_InternalBleeding9_4200_6599_6681.out,0.0086573841229215
KDD21/238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780.out,0.0126573826127838
KDD21/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.out,0.0004260524371223
KDD21/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.out,0.0217697592250479
KDD21/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.out,0.0101329160464379
KDD21/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.out,0.017922945004526
KDD21/160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.out,0.3022134820780652
KDD21/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.out,0.0106713906049916
KDD21/146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932.out,0.0097826114993008
KDD21/145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260.out,0.9991998399359744
KDD21/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.out,0.000635565979553
KDD21/227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.out,0.0014922403733189
KDD21/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716.out,0.4966442434793079
KDD21/249_UCR_Anomaly_weallwalk_2753_8285_8315.out,0.0022584039551926
KDD21/127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.out,0.002585876797407
KDD21/109_UCR_Anomaly_1sddb40_35000_52000_52620.out,0.6033485587758041
KDD21/174_UCR_Anomaly_insectEPG2_3700_8000_8025.out,0.0012514375962373
KDD21/182_UCR_Anomaly_qtdbSel1005V_4000_12400_12800.out,0.0065651458241976
