,PCA
Daphnet/S01R02E0.test.csv@6.out,0.6373203429373261
Daphnet/S03R03E4.test.csv@6.out,0.561350718131429
Daphnet/S03R02E0.test.csv@4.out,0.8228452480611207
Daphnet/S03R01E1.test.csv@8.out,0.7897054332993553
Daphnet/S09R01E2.test.csv@8.out,0.8227781776814086
Daphnet/S03R02E0.test.csv@6.out,0.8970068893627964
Daphnet/S03R02E0.test.csv@7.out,0.7782947519448199
Daphnet/S03R03E4.test.csv@4.out,0.7938245767813519
Daphnet/S01R02E0.test.csv@4.out,0.46340192666329116
Daphnet/S03R02E0.test.csv@3.out,0.866884571960825
Daphnet/S03R02E0.test.csv@2.out,0.866041820082339
Daphnet/S03R03E4.test.csv@1.out,0.8918517053619038
Daphnet/S03R01E0.test.csv@8.out,0.794544267890172
Daphnet/S01R02E0.test.csv@1.out,0.3640557256417321
Daphnet/S03R03E4.test.csv@3.out,0.7686577360028689
Daphnet/S03R02E0.test.csv@1.out,0.8711027730136108
Daphnet/S03R03E4.test.csv@2.out,0.844490745633981
Daphnet/S09R01E0.test.csv@8.out,0.4262889717754721
Daphnet/S09R01E0.test.csv@9.out,0.39197254264012005
Daphnet/S06R01E2.test.csv@5.out,0.19740532345786344
Daphnet/S09R01E0.test.csv@7.out,0.376486363681128
Daphnet/S09R01E0.test.csv@6.out,0.4345080882297303
Daphnet/S09R01E0.test.csv@4.out,0.5119607352187149
Daphnet/S09R01E0.test.csv@5.out,0.4580998561285993
Daphnet/S08R01E0.test.csv@4.out,0.3419440558822386
Daphnet/S09R01E0.test.csv@1.out,0.6599981733432873
Daphnet/S09R01E0.test.csv@2.out,0.43198202959955856
Daphnet/S03R01E1.test.csv@2.out,0.7182533207950001
Daphnet/S03R01E0.test.csv@6.out,0.7974742173520236
Daphnet/S09R01E4.test.csv@4.out,0.7938245767813519
Daphnet/S02R01E0.test.csv@6.out,0.6235014315715375
Daphnet/S03R01E1.test.csv@1.out,0.7068208268722108
Daphnet/S02R01E0.test.csv@4.out,0.7183410688557194
Daphnet/S09R01E4.test.csv@6.out,0.561350718131429
Daphnet/S03R01E0.test.csv@4.out,0.5773560106119743
Daphnet/S03R01E1.test.csv@4.out,0.6208931879154511
Daphnet/S09R01E2.test.csv@4.out,0.7544735132316432
Daphnet/S09R01E4.test.csv@3.out,0.7686577360028689
Daphnet/S09R01E4.test.csv@2.out,0.844490745633981
Daphnet/S03R01E1.test.csv@7.out,0.6650653942179697
Daphnet/S03R01E0.test.csv@3.out,0.7555117555319111
Daphnet/S03R02E0.test.csv@9.out,0.7934929550512312
Daphnet/S03R02E0.test.csv@8.out,0.8682593859461588
Daphnet/S09R01E4.test.csv@1.out,0.8918517053619038
Daphnet/S02R01E0.test.csv@3.out,0.8063507941559075
Dodgers/101-freeway-traffic.test.out,0.5954866248991396
ECG/MBA_ECG14046_data_27.out,0.7177091683201303
ECG/MBA_ECG14046_data_33.out,0.6745685755813425
ECG/MBA_ECG14046_data_32.out,0.7443452637574901
ECG/MBA_ECG14046_data_26.out,0.8907178443341227
ECG/MBA_ECG14046_data_30.out,0.9791683114964357
ECG/MBA_ECG14046_data_24.out,0.7507462898617328
ECG/MBA_ECG820_data.out,0.3784949999866944
ECG/MBA_ECG14046_data_18.out,0.8213290030262176
ECG/MBA_ECG14046_data_19.out,0.9475510266547592
ECG/MBA_ECG14046_data_25.out,0.8922580066996683
ECG/MBA_ECG14046_data_31.out,0.7069004884893361
ECG/MBA_ECG14046_data_35.out,0.6421018070697838
ECG/MBA_ECG14046_data_21.out,0.9207292271392375
ECG/MBA_ECG803_data.out,0.9659682590939632
ECG/MBA_ECG14046_data_20.out,0.9269182507916586
ECG/MBA_ECG14046_data_34.out,0.8144274308404452
ECG/MBA_ECG14046_data_22.out,0.9276610776637625
ECG/MBA_ECG14046_data_36.out,0.6093611340128073
ECG/MBA_ECG14046_data_37.out,0.890756623190923
ECG/MBA_ECG14046_data_23.out,0.6712082241202256
ECG/MBA_ECG14046_data_44.out,0.9713301825670316
ECG/MBA_ECG805_data.out,0.941728540856769
ECG/MBA_ECG14046_data_45.out,0.7910362463280173
ECG/MBA_ECG14046_data_46.out,0.9267319861588011
ECG/MBA_ECG14046_data_42.out,0.8563380259476173
ECG/MBA_ECG14046_data_43.out,0.8504082047573824
ECG/MBA_ECG14046_data_41.out,0.8463613399421948
ECG/MBA_ECG14046_data_8.out,0.8504546266346368
ECG/MBA_ECG14046_data_9.out,0.9140031662688347
ECG/MBA_ECG14046_data_40.out,0.8047151138083058
ECG/MBA_ECG14046_data_4.out,0.8705346919947434
ECG/MBA_ECG14046_data_5.out,0.9374225231265665
ECG/MBA_ECG14046_data_7.out,0.9658395714545273
ECG/MBA_ECG801_data.out,0.7694263066824683
ECG/MBA_ECG14046_data_6.out,0.9323062284952678
ECG/MBA_ECG14046_data_2.out,0.9381286611573614
ECG/MBA_ECG14046_data_3.out,0.8989718531681645
ECG/MBA_ECG14046_data_1.out,0.805383022621007
ECG/MBA_ECG14046_data_0.out,0.9522773224760299
ECG/MBA_ECG14046_data_12.out,0.899807716587106
ECG/MBA_ECG14046_data_13.out,0.9696021884732194
ECG/MBA_ECG14046_data_11.out,0.9220226269789439
ECG/MBA_ECG14046_data_39.out,0.868461942408079
ECG/MBA_ECG14046_data_38.out,0.8585046516275162
ECG/MBA_ECG14046_data_10.out,0.9200204286978034
ECG/MBA_ECG14046_data_28.out,0.5355987602916834
ECG/MBA_ECG14046_data_14.out,0.9648158130550516
ECG/MBA_ECG14046_data_15.out,0.9392210486496935
ECG/MBA_ECG14046_data_29.out,0.9869524834811458
ECG/MBA_ECG14046_data_17.out,0.9555753340148868
ECG/MBA_ECG806_data.out,0.41722712162317027
ECG/MBA_ECG14046_data_16.out,0.9598466852248937
Genesis/genesis-anomalies.test.csv@1.out,0.9940337787344646
Genesis/genesis-anomalies.test.csv@3.out,0.9474123011605697
Genesis/genesis-anomalies.test.csv@6.out,0.752464106822907
Genesis/genesis-anomalies.test.csv@5.out,0.9893942216289537
Genesis/genesis-anomalies.test.csv@17.out,0.6892722164685616
Genesis/genesis-anomalies.test.csv@13.out,0.7563485438362684
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@2.out,0.7922033770401203
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@10.out,0.931331138603559
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@4.out,0.92901166430757
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@10.out,0.9264554309357252
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@10.out,0.9281822636508856
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@1.out,0.914683249058558
