,IFOREST
Daphnet/S01R02E0.test.csv@6.out,0.6608039398253469
Daphnet/S03R03E4.test.csv@6.out,0.8205735741485504
Daphnet/S03R02E0.test.csv@4.out,0.8920210857822947
Daphnet/S03R01E1.test.csv@8.out,0.814713711866617
Daphnet/S09R01E2.test.csv@8.out,0.8341768815931182
Daphnet/S03R02E0.test.csv@6.out,0.899576347735744
Daphnet/S03R02E0.test.csv@7.out,0.8940875989260442
Daphnet/S03R03E4.test.csv@4.out,0.8230550287173856
Daphnet/S01R02E0.test.csv@4.out,0.5057139829649799
Daphnet/S03R02E0.test.csv@3.out,0.8768034530573263
Daphnet/S03R02E0.test.csv@2.out,0.8789021010574388
Daphnet/S03R03E4.test.csv@1.out,0.8460455224624553
Daphnet/S03R01E0.test.csv@8.out,0.8062502886878131
Daphnet/S01R02E0.test.csv@1.out,0.38763587344089295
Daphnet/S03R03E4.test.csv@3.out,0.8584059796235569
Daphnet/S03R02E0.test.csv@1.out,0.8856396475806111
Daphnet/S03R03E4.test.csv@2.out,0.8576116925367959
Daphnet/S09R01E0.test.csv@8.out,0.6014253350145685
Daphnet/S09R01E0.test.csv@9.out,0.45616805222723755
Daphnet/S06R01E2.test.csv@5.out,0.24759285065508935
Daphnet/S09R01E0.test.csv@7.out,0.459832004077275
Daphnet/S09R01E0.test.csv@6.out,0.4721579506234501
Daphnet/S09R01E0.test.csv@4.out,0.5482493124875829
Daphnet/S09R01E0.test.csv@5.out,0.5778697456251858
Daphnet/S08R01E0.test.csv@4.out,0.3418732951203852
Daphnet/S09R01E0.test.csv@1.out,0.6222332676459285
Daphnet/S09R01E0.test.csv@2.out,0.47673656270572184
Daphnet/S03R01E1.test.csv@2.out,0.7861229334576347
Daphnet/S03R01E0.test.csv@6.out,0.8122909942330833
Daphnet/S09R01E4.test.csv@4.out,0.8195159012115895
Daphnet/S02R01E0.test.csv@6.out,0.6642377738898826
Daphnet/S03R01E1.test.csv@1.out,0.8055824260056237
Daphnet/S02R01E0.test.csv@4.out,0.7708184096885522
Daphnet/S09R01E4.test.csv@6.out,0.7753176657274872
Daphnet/S03R01E0.test.csv@4.out,0.8059881232482188
Daphnet/S03R01E1.test.csv@4.out,0.8356640988677628
Daphnet/S09R01E2.test.csv@4.out,0.8088976808538443
Daphnet/S09R01E4.test.csv@3.out,0.8789016071074157
Daphnet/S09R01E4.test.csv@2.out,0.8615838293670854
Daphnet/S03R01E1.test.csv@7.out,0.8097289311826311
Daphnet/S03R01E0.test.csv@3.out,0.8013366192864549
Daphnet/S03R02E0.test.csv@9.out,0.8562785376323664
Daphnet/S03R02E0.test.csv@8.out,0.904134440229453
Daphnet/S09R01E4.test.csv@1.out,0.8390337251734317
Daphnet/S02R01E0.test.csv@3.out,0.7901498752797341
Dodgers/101-freeway-traffic.test.out,0.7204651634591148
ECG/MBA_ECG14046_data_27.out,0.8686947761456829
ECG/MBA_ECG14046_data_33.out,0.8512019222917462
ECG/MBA_ECG14046_data_32.out,0.8640137369029205
ECG/MBA_ECG14046_data_26.out,0.9176131449108657
ECG/MBA_ECG14046_data_30.out,0.988991049962139
ECG/MBA_ECG14046_data_24.out,0.8790314423039306
ECG/MBA_ECG820_data.out,0.41242421067264606
ECG/MBA_ECG14046_data_18.out,0.8761801335802896
ECG/MBA_ECG14046_data_19.out,0.9578345275823623
ECG/MBA_ECG14046_data_25.out,0.9153405558895894
ECG/MBA_ECG14046_data_31.out,0.8009242746715912
ECG/MBA_ECG14046_data_35.out,0.8026835530864941
ECG/MBA_ECG14046_data_21.out,0.9504659257769891
ECG/MBA_ECG803_data.out,0.9791263906100219
ECG/MBA_ECG14046_data_20.out,0.9458898564261271
ECG/MBA_ECG14046_data_34.out,0.8685534469966616
ECG/MBA_ECG14046_data_22.out,0.9373633909614586
ECG/MBA_ECG14046_data_36.out,0.7602298843404784
ECG/MBA_ECG14046_data_37.out,0.9334570003678124
ECG/MBA_ECG14046_data_23.out,0.8156756700046881
ECG/MBA_ECG14046_data_44.out,0.9684815803819351
ECG/MBA_ECG805_data.out,0.9414243736286757
ECG/MBA_ECG14046_data_45.out,0.8767401355731365
ECG/MBA_ECG14046_data_46.out,0.9513183395785447
ECG/MBA_ECG14046_data_42.out,0.8883066690372562
ECG/MBA_ECG14046_data_43.out,0.9038065846508612
ECG/MBA_ECG14046_data_41.out,0.8994666666128656
ECG/MBA_ECG14046_data_8.out,0.900569266896165
ECG/MBA_ECG14046_data_9.out,0.9532311689848224
ECG/MBA_ECG14046_data_40.out,0.8968500890244965
ECG/MBA_ECG14046_data_4.out,0.9049151518731345
ECG/MBA_ECG14046_data_5.out,0.9592731039278356
ECG/MBA_ECG14046_data_7.out,0.9725478457054703
ECG/MBA_ECG801_data.out,0.7890258080678373
ECG/MBA_ECG14046_data_6.out,0.9536875190515096
ECG/MBA_ECG14046_data_2.out,0.9572879288615487
ECG/MBA_ECG14046_data_3.out,0.9284452563178881
ECG/MBA_ECG14046_data_1.out,0.8499634912537265
ECG/MBA_ECG14046_data_0.out,0.9673836062443825
ECG/MBA_ECG14046_data_12.out,0.9214742646412071
ECG/MBA_ECG14046_data_13.out,0.9666152659949773
ECG/MBA_ECG14046_data_11.out,0.9433562204183545
ECG/MBA_ECG14046_data_39.out,0.9156807799182615
ECG/MBA_ECG14046_data_38.out,0.9271269002592372
ECG/MBA_ECG14046_data_10.out,0.9499459279611393
ECG/MBA_ECG14046_data_28.out,0.7507567433374421
ECG/MBA_ECG14046_data_14.out,0.9541635566381015
ECG/MBA_ECG14046_data_15.out,0.9251463211449039
ECG/MBA_ECG14046_data_29.out,0.9924762586615216
ECG/MBA_ECG14046_data_17.out,0.950391045882256
ECG/MBA_ECG806_data.out,0.5450550439606174
ECG/MBA_ECG14046_data_16.out,0.9464075104891225
Genesis/genesis-anomalies.test.csv@1.out,0.9951395395627215
Genesis/genesis-anomalies.test.csv@3.out,0.41802189461166467
Genesis/genesis-anomalies.test.csv@6.out,0.7304559372678298
Genesis/genesis-anomalies.test.csv@5.out,0.9727012709205035
Genesis/genesis-anomalies.test.csv@17.out,0.5701984839278983
Genesis/genesis-anomalies.test.csv@13.out,0.7032399013974332
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@2.out,0.8746287784285953
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@10.out,0.9492123735163793
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@4.out,0.9676805177645236
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@10.out,0.948466555866995
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@10.out,0.948079491901159
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@1.out,0.8204588246048236
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@1.out,0.9169908815746239
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@8.out,0.9488620815091475
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@2.out,0.8565214808065307
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@8.out,0.9498480204557435
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@13.out,0.9811746554514883
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@13.out,0.9741118776374155
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@13.out,0.9755491284693847
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@8.out,0.948194426353296
GHL/40_Lev_corr_Temp_fault_seed_180_vars_23.test.csv@3.out,0.9844274584078732
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@10.out,0.9474196900820285
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@2.out,0.9810589656905677
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@13.out,0.9815107635350625
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@13.out,0.9648241050352848
GHL/45_Lev_corr_Temp_fault_seed_193_vars_23.test.csv@3.out,0.9787884970847969
GHL/34_Lev_corr_Temp_fault_seed_151_vars_23.test.csv@13.out,0.9801821787378793
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@4.out,0.9743621780457485
GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@10.out,0.9478737776688416
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@13.out,0.9757809478582011
GHL/26_Lev_corr_Temp_fault_seed_113_vars_23.test.csv@13.out,0.9784221182347556
GHL/35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@13.out,0.9737822618460551
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@10.out,0.9500082571886995
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@10.out,0.9497577941085875
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@4.out,0.9815164421091893
GHL/48_Lev_corr_Temp_fault_seed_199_vars_23.test.csv@3.out,0.9557649272419494
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@4.out,0.9753913168941838
GHL/35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@12.out,0.5982646272178473
GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@13.out,0.9870844215073314
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@13.out,0.9803937708227474
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@4.out,0.9904424615575632
GHL/39_Lev_corr_Temp_fault_seed_170_vars_23.test.csv@3.out,0.9800414621791343
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@10.out,0.9484484893795188
GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv@7.out,0.9792202220725172
GHL/41_Lev_corr_Temp_fault_seed_181_vars_23.test.csv@3.out,0.9819045105769999
GHL/01_Lev_fault_Temp_corr_seed_11_vars_23.test.csv@8.out,0.949063853257302
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@10.out,0.949396060758568
GHL/10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@8.out,0.9498932106715678
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@4.out,0.976462989346691
GHL/22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@2.out,0.982078858566927
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@13.out,0.9729763689495445
GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv@4.out,0.9600870634604934
GHL/16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@8.out,0.9482278673290293
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@4.out,0.9785777059128852
GHL/20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@8.out,0.9496209364371885
GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv@13.out,0.9788699584424783
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@2.out,0.9890959757320336
GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@8.out,0.9497091481960297
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@1.out,0.8243776185005569
GHL/37_Lev_corr_Temp_fault_seed_163_vars_23.test.csv@7.out,0.574420285915802
GHL/36_Lev_corr_Temp_fault_seed_159_vars_23.test.csv@13.out,0.9844594930247833
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@10.out,0.946825666789389
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@8.out,0.9470682601429636
GHL/30_Lev_corr_Temp_fault_seed_130_vars_23.test.csv@13.out,0.9784105599222386
GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv@10.out,0.9488314908071337
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@8.out,0.9499542633308432
GHL/31_Lev_corr_Temp_fault_seed_132_vars_23.test.csv@13.out,0.9742919566394377
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@2.out,0.9921101582402364
GHL/22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@4.out,0.9772882050334334
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@13.out,0.979873239796624
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@2.out,0.8745284120393304
GHL/47_Lev_corr_Temp_fault_seed_197_vars_23.test.csv@1.out,0.9094443411221852
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@4.out,0.9636107598062714
GHL/48_Lev_corr_Temp_fault_seed_199_vars_23.test.csv@16.out,0.8562906604258735
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@13.out,0.9796988729782886
GHL/22_Lev_fault_Temp_corr_seed_777_vars_23.test.csv@8.out,0.9482518953161985
GHL/31_Lev_corr_Temp_fault_seed_132_vars_23.test.csv@7.out,0.7347184033863905
GHL/16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@2.out,0.9799396654655727
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@10.out,0.9472982993108865
GHL/20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@4.out,0.9844478610897156
GHL/14_Lev_fault_Temp_corr_seed_47_vars_23.test.csv@4.out,0.9572920977488177
GHL/37_Lev_corr_Temp_fault_seed_163_vars_23.test.csv@13.out,0.9769010340224757
GHL/10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@1.out,0.978139326042688
GHL/35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@4.out,0.8346111088151129
GHL/10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@16.out,0.9083857073430054
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@10.out,0.9488785524556786
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@4.out,0.9820526704946441
GHL/16_Lev_fault_Temp_corr_seed_53_vars_23.test.csv@1.out,0.8523240218104792
GHL/47_Lev_corr_Temp_fault_seed_197_vars_23.test.csv@3.out,0.9803226641803394
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@13.out,0.968121846991659
GHL/20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@1.out,0.8723257707113639
GHL/47_Lev_corr_Temp_fault_seed_197_vars_23.test.csv@7.out,0.886404860178589
GHL/38_Lev_corr_Temp_fault_seed_166_vars_23.test.csv@11.out,0.28959991028478865
GHL/09_Lev_fault_Temp_corr_seed_37_vars_23.test.csv@2.out,0.9865857490793078
GHL/10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@4.out,0.9916251032037242
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@8.out,0.9483397066893574
GHL/35_Lev_corr_Temp_fault_seed_153_vars_23.test.csv@1.out,0.9655036096508574
GHL/20_Lev_fault_Temp_corr_seed_67_vars_23.test.csv@10.out,0.9473690234464612
GHL/10_Lev_fault_Temp_corr_seed_39_vars_23.test.csv@13.out,0.9607956136343007
GHL/19_Lev_fault_Temp_corr_seed_62_vars_23.test.csv@8.out,0.949238086454939
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@8.out,0.9476623421776252
