,IFOREST
KDD21/111_UCR_Anomaly_3sddb40_35000_46600_46900.out,0.7679716391255432
KDD21/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.out,0.8768646715850932
KDD21/119_UCR_Anomaly_ECG1_10000_11800_12100.out,0.9036904721820038
KDD21/214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370.out,0.6174699183821405
KDD21/213_UCR_Anomaly_STAFFIIIDatabase_33211_126920_127370.out,0.6904037699638086
KDD21/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.out,0.632176576623648
KDD21/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.out,0.5728961878743828
KDD21/142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.out,0.9498378062106884
KDD21/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.out,0.9571656212240308
KDD21/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.out,0.8070293545698677
KDD21/239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514.out,0.9704030851089904
KDD21/077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.out,0.7752643616857608
KDD21/175_UCR_Anomaly_insectEPG3_5200_7000_7050.out,0.9584186186789988
KDD21/241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100.out,0.4608064650686529
KDD21/155_UCR_Anomaly_PowerDemand4_18000_24005_24077.out,0.355813349855985
KDD21/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.out,0.5534893044975354
KDD21/136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.out,0.5974748435495593
KDD21/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.out,0.6645783533317516
KDD21/147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420.out,0.9997682631995276
KDD21/200_UCR_Anomaly_tiltAPB4_20000_67995_67996.out,0.4383393620262658
KDD21/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.out,0.814847707825231
KDD21/209_UCR_Anomaly_Fantasia_19000_26970_27270.out,0.5712874186196142
KDD21/198_UCR_Anomaly_tiltAPB2_50000_124159_124985.out,0.7605723456932181
KDD21/144_UCR_Anomaly_InternalBleeding9_4200_6599_6681.out,0.2783769210029657
KDD21/238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780.out,0.8151317616607692
KDD21/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.out,0.6132882416020606
KDD21/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.out,0.8507544398451061
KDD21/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.out,0.8516364092339717
KDD21/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.out,0.0678121217488855
KDD21/160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.out,0.4779436531504385
KDD21/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.out,0.9279170845870944
KDD21/146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932.out,0.4725466524505983
KDD21/145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260.out,0.9986427378964942
KDD21/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.out,0.0464621604992528
KDD21/227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.out,0.3855930643063462
KDD21/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716.out,0.9963296634009118
KDD21/249_UCR_Anomaly_weallwalk_2753_8285_8315.out,0.4364338130182026
KDD21/127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.out,0.302056005475077
KDD21/109_UCR_Anomaly_1sddb40_35000_52000_52620.out,0.8626088456050659
KDD21/174_UCR_Anomaly_insectEPG2_3700_8000_8025.out,0.9970116325711994
KDD21/182_UCR_Anomaly_qtdbSel1005V_4000_12400_12800.out,0.256366327247191
KDD21/102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.out,0.6864261558393863
KDD21/002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.out,0.0527276035131744
KDD21/229_UCR_Anomaly_mit14134longtermecg_16363_57960_57970.out,0.9505865500347522
KDD21/121_UCR_Anomaly_ECG3_15000_16000_16100.out,0.0002565303187397
KDD21/129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993.out,0.9949528749093748
KDD21/034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.out,0.9252368373501751
KDD21/134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.out,0.9612615786556884
KDD21/181_UCR_Anomaly_park3m_60000_72150_72495.out,0.926068689839166
KDD21/089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.out,0.8786123525660929
KDD21/044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821.out,0.1329568393046209
KDD21/091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370.out,0.1021548066444982
KDD21/130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645.out,0.9807283813067154
KDD21/118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054.out,0.4237220856381889
KDD21/222_UCR_Anomaly_mit14046longtermecg_56123_91200_91700.out,0.5283982492973966
KDD21/163_UCR_Anomaly_apneaecg2_10000_20950_21100.out,0.7961648848326816
KDD21/185_UCR_Anomaly_resperation11_58000_110800_110801.out,0.5688699371275603
KDD21/113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392.out,0.362625274993889
KDD21/162_UCR_Anomaly_WalkingAceleration5_2700_5920_5979.out,0.9993424015393434
KDD21/220_UCR_Anomaly_STAFFIIIDatabase_43217_250720_251370.out,0.7229864145996446
KDD21/106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.out,0.7354252207247519
KDD21/151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out,0.7465827246388639
KDD21/128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388.out,0.7517638496855902
KDD21/043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440.out,0.6860763690524769
KDD21/021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out,0.9192320562154926
KDD21/048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085.out,0.5474923203399971
KDD21/029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587.out,0.2570835553364241
KDD21/189_UCR_Anomaly_resperation3_45000_158250_158251.out,0.0427042893665372
KDD21/096_UCR_Anomaly_NOISEECG4_5000_16900_17100.out,0.3615689284875331
KDD21/235_UCR_Anomaly_mit14157longtermecg_18913_75450_75451.out,0.9947069826717918
KDD21/215_UCR_Anomaly_STAFFIIIDatabase_36276_106720_107370.out,0.4800554246831544
KDD21/117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900.out,0.7291820323704158
KDD21/224_UCR_Anomaly_mit14046longtermecg_76123_191200_191700.out,0.386276253186919
KDD21/191_UCR_Anomaly_resperation9_38000_143411_143511.out,0.721191001493081
KDD21/137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.out,0.3882628622626555
KDD21/248_UCR_Anomaly_weallwalk_2000_4702_4707.out,0.8036434844528839
KDD21/017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100.out,0.3228527709956854
KDD21/131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out,0.9980142755521066
KDD21/011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100.out,0.8815831060529534
KDD21/135_UCR_Anomaly_InternalBleeding16_1200_4187_4199.out,0.8309573094729344
KDD21/205_UCR_Anomaly_CHARISfive_9812_28995_29085.out,0.1590909217873193
KDD21/005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.out,0.3142874602786604
KDD21/068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.out,0.7884457625414698
KDD21/208_UCR_Anomaly_CHARISten_5130_27929_27989.out,0.6759936533607782
KDD21/236_UCR_Anomaly_mit14157longtermecg_19313_46350_46390.out,0.3681851349539495
KDD21/098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199.out,0.819572426994302
KDD21/052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809.out,0.4994956676577313
KDD21/015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100.out,0.9193474846310364
KDD21/058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.out,0.5702933676593035
KDD21/207_UCR_Anomaly_CHARISten_3165_26929_26989.out,0.685589104641329
KDD21/014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100.out,0.0001600387972841
KDD21/190_UCR_Anomaly_resperation4_70000_128430_128431.out,0.0214624477587478
KDD21/025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634.out,0.9118356949214704
KDD21/095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out,0.9263701085843066
KDD21/039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420.out,0.9991950488541284
KDD21/250_UCR_Anomaly_weallwalk_2951_7290_7296.out,0.9510642704649014
KDD21/237_UCR_Anomaly_mit14157longtermecg_19313_89560_90370.out,0.6185863312570455
KDD21/069_UCR_Anomaly_DISTORTEDinsectEPG5_3200_8500_8501.out,0.888689407540395
KDD21/150_UCR_Anomaly_Lab2Cmac011215EPG6_7000_12190_12420.out,0.0311092327469315
KDD21/231_UCR_Anomaly_mit14134longtermecg_8763_47530_47790.out,0.5233174263724664
KDD21/114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727.out,0.9096039138783348
KDD21/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1_5000_6168_6212.out,0.5349977187179195
KDD21/090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985.out,0.6671734982083385
