,IFOREST1
KDD21/111_UCR_Anomaly_3sddb40_35000_46600_46900.out,0.0045818382134333
KDD21/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.out,0.0614697694247793
KDD21/119_UCR_Anomaly_ECG1_10000_11800_12100.out,0.0623377720804548
KDD21/214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370.out,0.0040387639300827
KDD21/213_UCR_Anomaly_STAFFIIIDatabase_33211_126920_127370.out,0.021238713127267
KDD21/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.out,0.0030187460842284
KDD21/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.out,0.0030490207740658
KDD21/142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.out,0.1373289906897409
KDD21/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.out,0.0187735786917279
KDD21/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.out,0.0987395073161079
KDD21/239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514.out,0.5045095828635852
KDD21/077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.out,9.40822278671559e-06
KDD21/175_UCR_Anomaly_insectEPG3_5200_7000_7050.out,0.0235524167891665
KDD21/241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100.out,0.0249894995816562
KDD21/155_UCR_Anomaly_PowerDemand4_18000_24005_24077.out,0.0026335477287055
KDD21/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.out,0.0155792272820774
KDD21/136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.out,0.0196543413010161
KDD21/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.out,0.0075894292981055
KDD21/147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420.out,0.0365201160737547
KDD21/200_UCR_Anomaly_tiltAPB4_20000_67995_67996.out,0.0015527950310559
KDD21/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.out,0.0193537992680348
KDD21/209_UCR_Anomaly_Fantasia_19000_26970_27270.out,0.0050480119455464
KDD21/198_UCR_Anomaly_tiltAPB2_50000_124159_124985.out,0.0057889649505834
KDD21/144_UCR_Anomaly_InternalBleeding9_4200_6599_6681.out,0.0072556222963341
KDD21/238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780.out,0.004378302021953
KDD21/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.out,0.0006195208067137
KDD21/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.out,0.002524931748381
KDD21/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.out,0.0045051345381001
KDD21/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.out,0.0246449332869379
KDD21/160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.out,0.0073595966918048
KDD21/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.out,0.0035962858601613
KDD21/146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932.out,0.001976078523833
KDD21/145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260.out,0.1819746527602301
KDD21/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.out,0.0025895873502051
KDD21/227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.out,0.0019420415529717
KDD21/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716.out,0.0245991983329259
KDD21/249_UCR_Anomaly_weallwalk_2753_8285_8315.out,0.002652437887899
KDD21/127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.out,0.0038946008829827
KDD21/109_UCR_Anomaly_1sddb40_35000_52000_52620.out,0.0208475302087062
KDD21/174_UCR_Anomaly_insectEPG2_3700_8000_8025.out,0.0127709900317937
KDD21/182_UCR_Anomaly_qtdbSel1005V_4000_12400_12800.out,0.0086057506571253
KDD21/102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.out,0.0309451091609696
KDD21/002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.out,0.0021059928795549
KDD21/229_UCR_Anomaly_mit14134longtermecg_16363_57960_57970.out,0.0010891737152783
KDD21/121_UCR_Anomaly_ECG3_15000_16000_16100.out,0.0025663628047759
KDD21/129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993.out,0.0092212745891893
KDD21/034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.out,0.0642425694358236
KDD21/134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.out,0.0264328156160685
KDD21/181_UCR_Anomaly_park3m_60000_72150_72495.out,0.0084179224210828
KDD21/089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.out,0.0007358544652678
KDD21/044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821.out,0.0087416015190593
KDD21/091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370.out,0.002104314454559
KDD21/130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645.out,0.0180718283029349
KDD21/118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054.out,0.0051190391192826
KDD21/222_UCR_Anomaly_mit14046longtermecg_56123_91200_91700.out,0.0041062707450464
KDD21/163_UCR_Anomaly_apneaecg2_10000_20950_21100.out,0.0201569351657163
KDD21/185_UCR_Anomaly_resperation11_58000_110800_110801.out,1.043209747751883e-05
KDD21/113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392.out,0.0001255335174491
KDD21/162_UCR_Anomaly_WalkingAceleration5_2700_5920_5979.out,0.1310424439947768
KDD21/220_UCR_Anomaly_STAFFIIIDatabase_43217_250720_251370.out,0.0049616550004398
KDD21/106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.out,0.0144261474952789
KDD21/151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out,0.037487705446018
KDD21/128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388.out,0.0163359631006913
KDD21/043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440.out,0.0160849816496555
KDD21/021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out,0.0092217421653471
KDD21/048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085.out,0.0074144544694292
KDD21/029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587.out,0.0153056588891037
KDD21/189_UCR_Anomaly_resperation3_45000_158250_158251.out,2.683987331579795e-06
KDD21/096_UCR_Anomaly_NOISEECG4_5000_16900_17100.out,0.0099813570371571
KDD21/235_UCR_Anomaly_mit14157longtermecg_18913_75450_75451.out,0.0002335357309668
KDD21/215_UCR_Anomaly_STAFFIIIDatabase_36276_106720_107370.out,0.0019827181024181
KDD21/117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900.out,0.0101984242038978
KDD21/224_UCR_Anomaly_mit14046longtermecg_76123_191200_191700.out,0.0019412451341384
KDD21/191_UCR_Anomaly_resperation9_38000_143411_143511.out,0.0006198653055463
KDD21/137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.out,0.0154194084358294
KDD21/248_UCR_Anomaly_weallwalk_2000_4702_4707.out,0.0046382189239332
KDD21/017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100.out,0.0079917536103124
KDD21/131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out,0.0358366847632799
KDD21/011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100.out,0.0483062748478665
KDD21/135_UCR_Anomaly_InternalBleeding16_1200_4187_4199.out,0.0022154063433479
KDD21/205_UCR_Anomaly_CHARISfive_9812_28995_29085.out,0.002496165488546
KDD21/005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.out,0.0001540832049306
KDD21/068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.out,0.0071815361034072
KDD21/208_UCR_Anomaly_CHARISten_5130_27929_27989.out,0.0016846114375458
KDD21/236_UCR_Anomaly_mit14157longtermecg_19313_46350_46390.out,0.0009380287661389
KDD21/098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199.out,0.0023287107699323
KDD21/052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809.out,0.0074871199480797
KDD21/015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100.out,0.0062266428521065
KDD21/058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.out,0.0018861529823898
KDD21/207_UCR_Anomaly_CHARISten_3165_26929_26989.out,0.0014848267618729
