,IFOREST1
Daphnet/S01R02E0.test.csv@6.out,0.6080936508061029
Daphnet/S03R03E4.test.csv@6.out,0.7192640263861411
Daphnet/S03R02E0.test.csv@4.out,0.8528855721639125
Daphnet/S03R01E1.test.csv@8.out,0.7457496437670561
Daphnet/S09R01E2.test.csv@8.out,0.7970204847884979
Daphnet/S03R02E0.test.csv@6.out,0.8563401593692975
Daphnet/S03R02E0.test.csv@7.out,0.821077167723081
Daphnet/S03R03E4.test.csv@4.out,0.7515530735053855
Daphnet/S01R02E0.test.csv@4.out,0.5146438433362737
Daphnet/S03R02E0.test.csv@3.out,0.7952162167772737
Daphnet/S03R02E0.test.csv@2.out,0.8545574764736164
Daphnet/S03R03E4.test.csv@1.out,0.700595331915279
Daphnet/S03R01E0.test.csv@8.out,0.7117421933680697
Daphnet/S01R02E0.test.csv@1.out,0.5422107855117122
Daphnet/S03R03E4.test.csv@3.out,0.7733422418752951
Daphnet/S03R02E0.test.csv@1.out,0.8264370842959236
Daphnet/S03R03E4.test.csv@2.out,0.8092754691925592
Daphnet/S09R01E0.test.csv@8.out,0.5443359583672037
Daphnet/S09R01E0.test.csv@9.out,0.4951570533602754
Daphnet/S06R01E2.test.csv@5.out,0.30323321219725646
Daphnet/S09R01E0.test.csv@7.out,0.49265870610161816
Daphnet/S09R01E0.test.csv@6.out,0.4787656994896142
Daphnet/S09R01E0.test.csv@4.out,0.49079506443282866
Daphnet/S09R01E0.test.csv@5.out,0.5479168302738464
Daphnet/S08R01E0.test.csv@4.out,0.43440625047676334
Daphnet/S09R01E0.test.csv@1.out,0.5071253410535019
Daphnet/S09R01E0.test.csv@2.out,0.47046157356794327
Daphnet/S03R01E1.test.csv@2.out,0.7399107566967061
Daphnet/S03R01E0.test.csv@6.out,0.7601757020249597
Daphnet/S09R01E4.test.csv@4.out,0.7465741481041817
Daphnet/S02R01E0.test.csv@6.out,0.6013773239520517
Daphnet/S03R01E1.test.csv@1.out,0.7675112931811028
Daphnet/S02R01E0.test.csv@4.out,0.6751342145936498
Daphnet/S09R01E4.test.csv@6.out,0.7367676815322318
Daphnet/S03R01E0.test.csv@4.out,0.8113236634586051
Daphnet/S03R01E1.test.csv@4.out,0.8078125854268524
Daphnet/S09R01E2.test.csv@4.out,0.8199028409150277
Daphnet/S09R01E4.test.csv@3.out,0.7731181563895274
Daphnet/S09R01E4.test.csv@2.out,0.8162764932242607
Daphnet/S03R01E1.test.csv@7.out,0.7540887680137464
Daphnet/S03R01E0.test.csv@3.out,0.7722292215024876
Daphnet/S03R02E0.test.csv@9.out,0.7172398141429646
Daphnet/S03R02E0.test.csv@8.out,0.8165764103821133
Daphnet/S09R01E4.test.csv@1.out,0.6992314982074983
Daphnet/S02R01E0.test.csv@3.out,0.6456986317310326
Dodgers/101-freeway-traffic.test.out,0.5731965090260652
ECG/MBA_ECG14046_data_27.out,0.6840546190572288
ECG/MBA_ECG14046_data_33.out,0.6787813311207149
ECG/MBA_ECG14046_data_32.out,0.6919678270105776
ECG/MBA_ECG14046_data_26.out,0.6867269611072365
ECG/MBA_ECG14046_data_30.out,0.7410584123523677
ECG/MBA_ECG14046_data_24.out,0.7059628346659076
ECG/MBA_ECG820_data.out,0.4980631669380449
ECG/MBA_ECG14046_data_18.out,0.7018720408519954
ECG/MBA_ECG14046_data_19.out,0.7047231094958946
ECG/MBA_ECG14046_data_25.out,0.6850397780697229
ECG/MBA_ECG14046_data_31.out,0.6812523664209654
ECG/MBA_ECG14046_data_35.out,0.6799834365162135
ECG/MBA_ECG14046_data_21.out,0.7121147433992947
ECG/MBA_ECG803_data.out,0.7445240637526701
ECG/MBA_ECG14046_data_20.out,0.7092293852201285
ECG/MBA_ECG14046_data_34.out,0.6873891709249347
ECG/MBA_ECG14046_data_22.out,0.7097417511886995
ECG/MBA_ECG14046_data_36.out,0.6680026612492044
ECG/MBA_ECG14046_data_37.out,0.6917755556419164
ECG/MBA_ECG14046_data_23.out,0.6637353846329944
ECG/MBA_ECG14046_data_44.out,0.7900197613491923
ECG/MBA_ECG805_data.out,0.7331843128789282
ECG/MBA_ECG14046_data_45.out,0.714780888701418
ECG/MBA_ECG14046_data_46.out,0.758508025240769
ECG/MBA_ECG14046_data_42.out,0.6905361190197277
ECG/MBA_ECG14046_data_43.out,0.7457402838894921
ECG/MBA_ECG14046_data_41.out,0.69651527724896
ECG/MBA_ECG14046_data_8.out,0.705706587439204
ECG/MBA_ECG14046_data_9.out,0.7102248585311469
ECG/MBA_ECG14046_data_40.out,0.6782295220273806
ECG/MBA_ECG14046_data_4.out,0.6869280754732169
ECG/MBA_ECG14046_data_5.out,0.6922895382925117
ECG/MBA_ECG14046_data_7.out,0.7381089633733319
ECG/MBA_ECG801_data.out,0.5976698261210557
ECG/MBA_ECG14046_data_6.out,0.7225319871093435
ECG/MBA_ECG14046_data_2.out,0.7004650818172881
ECG/MBA_ECG14046_data_3.out,0.7273771572047096
ECG/MBA_ECG14046_data_1.out,0.6781380931616999
ECG/MBA_ECG14046_data_0.out,0.7199334463354522
ECG/MBA_ECG14046_data_12.out,0.6960979476380036
ECG/MBA_ECG14046_data_13.out,0.702404478776919
ECG/MBA_ECG14046_data_11.out,0.7173838866149477
ECG/MBA_ECG14046_data_39.out,0.695647403677349
ECG/MBA_ECG14046_data_38.out,0.6901104090333208
ECG/MBA_ECG14046_data_10.out,0.7145873381873894
ECG/MBA_ECG14046_data_28.out,0.6886574818862978
ECG/MBA_ECG14046_data_14.out,0.6815881517583502
ECG/MBA_ECG14046_data_15.out,0.654835247723195
ECG/MBA_ECG14046_data_29.out,0.7719748706867562
ECG/MBA_ECG14046_data_17.out,0.6577235377594545
ECG/MBA_ECG806_data.out,0.5517349281551209
ECG/MBA_ECG14046_data_16.out,0.6752543436656262
Genesis/genesis-anomalies.test.csv@1.out,0.9823937412942865
Genesis/genesis-anomalies.test.csv@3.out,0.46085936917333736
Genesis/genesis-anomalies.test.csv@6.out,0.4680349093321546
Genesis/genesis-anomalies.test.csv@5.out,0.9707273057644585
Genesis/genesis-anomalies.test.csv@17.out,0.7589019650656718
Genesis/genesis-anomalies.test.csv@13.out,0.4230930448952009
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@2.out,0.9050013147323185
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@10.out,0.9455322599582263
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@4.out,0.9631905880166035
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@10.out,0.9426304202028356
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@10.out,0.9438287924339446
GHL/15_Lev_fault_Temp_corr_seed_49_vars_23.test.csv@1.out,0.7886079152553213
GHL/11_Lev_fault_Temp_corr_seed_41_vars_23.test.csv@1.out,0.9059711798867917
GHL/02_Lev_fault_Temp_corr_seed_17_vars_23.test.csv@8.out,0.9451669922730589
GHL/08_Lev_fault_Temp_corr_seed_33_vars_23.test.csv@2.out,0.902688893636423
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@8.out,0.9438287924339446
GHL/04_Lev_fault_Temp_corr_seed_23_vars_23.test.csv@13.out,0.9806007486585724
GHL/12_Lev_fault_Temp_corr_seed_43_vars_23.test.csv@13.out,0.9804326201647702
GHL/06_Lev_fault_Temp_corr_seed_29_vars_23.test.csv@13.out,0.9811242916055819
GHL/05_Lev_fault_Temp_corr_seed_27_vars_23.test.csv@8.out,0.9457727073057017
GHL/40_Lev_corr_Temp_fault_seed_180_vars_23.test.csv@3.out,0.9834509244382119
GHL/07_Lev_fault_Temp_corr_seed_31_vars_23.test.csv@10.out,0.9422126161055597
GHL/13_Lev_fault_Temp_corr_seed_666_vars_23.test.csv@2.out,0.9810076210450404
GHL/03_Lev_fault_Temp_corr_seed_19_vars_23.test.csv@13.out,0.9816153767284245
