,IFOREST1
KDD21/111_UCR_Anomaly_3sddb40_35000_46600_46900.out,0.561242801038909
KDD21/032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.out,0.5398167064944736
KDD21/119_UCR_Anomaly_ECG1_10000_11800_12100.out,0.6698745187828996
KDD21/214_UCR_Anomaly_STAFFIIIDatabase_34211_125720_126370.out,0.5432103479170584
KDD21/213_UCR_Anomaly_STAFFIIIDatabase_33211_126920_127370.out,0.5752565838792466
KDD21/056_UCR_Anomaly_DISTORTEDapneaecg3_5000_11111_11211.out,0.5631448874026856
KDD21/085_UCR_Anomaly_DISTORTEDs20101m_10000_35774_35874.out,0.4944885836737763
KDD21/142_UCR_Anomaly_InternalBleeding6_1500_3474_3629.out,0.7277674046412377
KDD21/022_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z4_4000_6527_6645.out,0.6889543053358231
KDD21/094_UCR_Anomaly_NOISEBIDMC1_2500_5400_5600.out,0.5557917399759237
KDD21/239_UCR_Anomaly_taichidbS0715Master_190037_593450_593514.out,0.996082896428484
KDD21/077_UCR_Anomaly_DISTORTEDresperation11_58000_110800_110801.out,0.7474409993948655
KDD21/175_UCR_Anomaly_insectEPG3_5200_7000_7050.out,0.5927465567507791
KDD21/241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100.out,0.4722830437107833
KDD21/155_UCR_Anomaly_PowerDemand4_18000_24005_24077.out,0.5598404205833537
KDD21/035_UCR_Anomaly_DISTORTEDInternalBleeding8_2500_5865_5974.out,0.4822242275815243
KDD21/136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.out,0.6297636293575655
KDD21/076_UCR_Anomaly_DISTORTEDresperation10_48000_130700_131880.out,0.568331052971753
KDD21/147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420.out,0.804325567922279
KDD21/200_UCR_Anomaly_tiltAPB4_20000_67995_67996.out,0.997785138946398
KDD21/001_UCR_Anomaly_DISTORTED1sddb40_35000_52000_52620.out,0.6478500395617004
KDD21/209_UCR_Anomaly_Fantasia_19000_26970_27270.out,0.4862754410262561
KDD21/198_UCR_Anomaly_tiltAPB2_50000_124159_124985.out,0.4627215683728867
KDD21/144_UCR_Anomaly_InternalBleeding9_4200_6599_6681.out,0.3279604981948983
KDD21/238_UCR_Anomaly_mit14157longtermecg_21311_72600_72780.out,0.6179962580295512
KDD21/083_UCR_Anomaly_DISTORTEDresperation9_38000_143411_143511.out,0.6319477267713021
KDD21/030_UCR_Anomaly_DISTORTEDInternalBleeding19_3000_4187_4197.out,0.7619642141807985
KDD21/086_UCR_Anomaly_DISTORTEDsddb49_20000_67950_68200.out,0.6465667531881277
KDD21/053_UCR_Anomaly_DISTORTEDWalkingAceleration1_1500_2764_2995.out,0.3695102428053451
KDD21/160_UCR_Anomaly_TkeepThirdMARS_3500_4711_4809.out,0.4208999328163775
KDD21/065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.out,0.5355733868271481
KDD21/146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932.out,0.4129278566408322
KDD21/145_UCR_Anomaly_Lab2Cmac011215EPG1_5000_17210_17260.out,0.719902838063439
KDD21/051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.out,0.5617737540652192
KDD21/227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.out,0.5227034171720073
KDD21/023_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z5_5000_8612_8716.out,0.7005977786400233
KDD21/249_UCR_Anomaly_weallwalk_2753_8285_8315.out,0.4878728676260364
KDD21/127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.out,0.5778915250370708
KDD21/109_UCR_Anomaly_1sddb40_35000_52000_52620.out,0.6461443232015723
KDD21/174_UCR_Anomaly_insectEPG2_3700_8000_8025.out,0.7265724027276375
KDD21/182_UCR_Anomaly_qtdbSel1005V_4000_12400_12800.out,0.4016497191011236
KDD21/102_UCR_Anomaly_NOISEMesoplodonDensirostris_10000_19280_19440.out,0.4006594048396311
KDD21/002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.out,0.1700792137181096
KDD21/229_UCR_Anomaly_mit14134longtermecg_16363_57960_57970.out,0.751273966332706
KDD21/121_UCR_Anomaly_ECG3_15000_16000_16100.out,0.3631626475801866
KDD21/129_UCR_Anomaly_GP711MarkerLFM5z3_5000_5948_5993.out,0.7959650883944007
KDD21/034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.out,0.6775269104019137
KDD21/134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.out,0.5593088433219855
KDD21/181_UCR_Anomaly_park3m_60000_72150_72495.out,0.7588822794750705
KDD21/089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.out,0.5638852216716514
KDD21/044_UCR_Anomaly_DISTORTEDPowerDemand1_9000_18485_18821.out,0.4241532027083997
KDD21/091_UCR_Anomaly_DISTORTEDtiltAPB3_40000_114000_114370.out,0.3890529006988369
KDD21/130_UCR_Anomaly_GP711MarkerLFM5z4_4000_6527_6645.out,0.717132039618876
KDD21/118_UCR_Anomaly_CIMIS44AirTemperature6_4000_6006_6054.out,0.4716464351567301
KDD21/222_UCR_Anomaly_mit14046longtermecg_56123_91200_91700.out,0.6296921246818735
KDD21/163_UCR_Anomaly_apneaecg2_10000_20950_21100.out,0.8340651021295089
KDD21/185_UCR_Anomaly_resperation11_58000_110800_110801.out,0.7777464384250095
KDD21/113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392.out,0.5282938156929846
KDD21/162_UCR_Anomaly_WalkingAceleration5_2700_5920_5979.out,0.9547318942929666
KDD21/220_UCR_Anomaly_STAFFIIIDatabase_43217_250720_251370.out,0.6594218561116557
KDD21/106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.out,0.588511335859834
KDD21/151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out,0.3400613625234636
KDD21/128_UCR_Anomaly_GP711MarkerLFM5z2_5000_7175_7388.out,0.4845683069512727
KDD21/043_UCR_Anomaly_DISTORTEDMesoplodonDensirostris_10000_19280_19440.out,0.3689161582877662
KDD21/021_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z3_5000_5948_5993.out,0.7890208763221979
KDD21/048_UCR_Anomaly_DISTORTEDTkeepFifthMARS_3500_5988_6085.out,0.4822468648269736
KDD21/029_UCR_Anomaly_DISTORTEDInternalBleeding18_2300_4485_4587.out,0.581589780700708
KDD21/189_UCR_Anomaly_resperation3_45000_158250_158251.out,0.0438905196267188
KDD21/096_UCR_Anomaly_NOISEECG4_5000_16900_17100.out,0.615835934091748
KDD21/235_UCR_Anomaly_mit14157longtermecg_18913_75450_75451.out,0.9790180682028408
KDD21/215_UCR_Anomaly_STAFFIIIDatabase_36276_106720_107370.out,0.4627631985037803
KDD21/117_UCR_Anomaly_CIMIS44AirTemperature5_4000_4852_4900.out,0.6668036775250974
KDD21/224_UCR_Anomaly_mit14046longtermecg_76123_191200_191700.out,0.4163194497420351
KDD21/191_UCR_Anomaly_resperation9_38000_143411_143511.out,0.6315563958768388
KDD21/137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.out,0.590522919996713
KDD21/248_UCR_Anomaly_weallwalk_2000_4702_4707.out,0.94338950866366
KDD21/017_UCR_Anomaly_DISTORTEDECG4_5000_17000_17100.out,0.7575353690758888
KDD21/131_UCR_Anomaly_GP711MarkerLFM5z5_5000_8612_8716.out,0.7547895043166165
KDD21/011_UCR_Anomaly_DISTORTEDECG1_10000_11800_12100.out,0.6288125301637542
KDD21/135_UCR_Anomaly_InternalBleeding16_1200_4187_4199.out,0.6773059116809117
KDD21/205_UCR_Anomaly_CHARISfive_9812_28995_29085.out,0.5817420414456539
KDD21/005_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature1_4000_5391_5392.out,0.6130530432657052
KDD21/068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.out,0.6164160048255755
KDD21/208_UCR_Anomaly_CHARISten_5130_27929_27989.out,0.5541449190129628
KDD21/236_UCR_Anomaly_mit14157longtermecg_19313_46350_46390.out,0.7861015996452109
KDD21/098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199.out,0.6940048522079773
KDD21/052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809.out,0.4492663512010211
KDD21/015_UCR_Anomaly_DISTORTEDECG4_5000_16800_17100.out,0.7136743632500245
KDD21/058_UCR_Anomaly_DISTORTEDapneaecg_10000_12240_12308.out,0.5238077107924768
KDD21/207_UCR_Anomaly_CHARISten_3165_26929_26989.out,0.4424043557989399
KDD21/014_UCR_Anomaly_DISTORTEDECG3_8000_17000_17100.out,0.5017010602361284
KDD21/190_UCR_Anomaly_resperation4_70000_128430_128431.out,0.2060584487421126
KDD21/025_UCR_Anomaly_DISTORTEDInternalBleeding14_2800_5607_5634.out,0.8122401137923686
KDD21/095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out,0.6408842962507684
KDD21/039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420.out,0.7619244181512305
KDD21/250_UCR_Anomaly_weallwalk_2951_7290_7296.out,0.8025523372526527
KDD21/237_UCR_Anomaly_mit14157longtermecg_19313_89560_90370.out,0.492506515914078
KDD21/069_UCR_Anomaly_DISTORTEDinsectEPG5_3200_8500_8501.out,0.5360063834031518
KDD21/150_UCR_Anomaly_Lab2Cmac011215EPG6_7000_12190_12420.out,0.5175691619560815
KDD21/231_UCR_Anomaly_mit14134longtermecg_8763_47530_47790.out,0.5661765476220099
KDD21/114_UCR_Anomaly_CIMIS44AirTemperature2_4000_5703_5727.out,0.8115373616047717
KDD21/019_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z1_5000_6168_6212.out,0.2198224402113987
KDD21/090_UCR_Anomaly_DISTORTEDtiltAPB2_50000_124159_124985.out,0.5133103592369456
KDD21/116_UCR_Anomaly_CIMIS44AirTemperature4_4000_5549_5597.out,0.6736785494775661
KDD21/050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085.out,0.6225663757506645
KDD21/020_UCR_Anomaly_DISTORTEDGP711MarkerLFM5z2_5000_7175_7388.out,0.5440440595948562
KDD21/211_UCR_Anomaly_Italianpowerdemand_38113_39240_39336.out,0.6273197599240059
KDD21/217_UCR_Anomaly_STAFFIIIDatabase_38211_150720_151370.out,0.5902036549387564
KDD21/223_UCR_Anomaly_mit14046longtermecg_74123_131200_131700.out,0.3940384189899102
KDD21/152_UCR_Anomaly_PowerDemand1_9000_18485_18821.out,0.4773004381518776
KDD21/013_UCR_Anomaly_DISTORTEDECG3_15000_16000_16100.out,0.3379231746881166
KDD21/073_UCR_Anomaly_DISTORTEDpark3m_60000_72150_72495.out,0.5910583942195811
KDD21/245_UCR_Anomaly_tilt12754table_100211_270800_271070.out,0.5919796144661795
KDD21/049_UCR_Anomaly_DISTORTEDTkeepFirstMARS_3500_5365_5380.out,0.1840678958150424
KDD21/062_UCR_Anomaly_DISTORTEDgaitHunt1_18500_33070_33180.out,0.5330528516076889
KDD21/078_UCR_Anomaly_DISTORTEDresperation1_100000_110260_110412.out,0.5055898848145146
KDD21/161_UCR_Anomaly_WalkingAceleration1_1500_2764_2995.out,0.3500944705222449
KDD21/082_UCR_Anomaly_DISTORTEDresperation4_70000_128430_128431.out,0.3438985290502335
KDD21/193_UCR_Anomaly_s20101m_10000_35774_35874.out,0.5174676057044036
KDD21/140_UCR_Anomaly_InternalBleeding4_1000_4675_5033.out,0.5208165155135861
KDD21/166_UCR_Anomaly_apneaecg_10000_12240_12308.out,0.4644482845178038
KDD21/183_UCR_Anomaly_qtdbSel100MLII_4000_13400_13800.out,0.3553245042062231
