,TRUE_ORACLE-100
Daphnet/S01R02E0.test.csv@1.out,0.3482694506166043
Daphnet/S01R02E0.test.csv@4.out,0.2340251475193852
Daphnet/S01R02E0.test.csv@6.out,0.2083619486351465
Daphnet/S02R01E0.test.csv@3.out,0.5190225797669709
Daphnet/S02R01E0.test.csv@4.out,0.610883137499342
Daphnet/S02R01E0.test.csv@6.out,0.4444362787399514
Daphnet/S03R01E0.test.csv@3.out,0.4164814145639797
Daphnet/S03R01E0.test.csv@4.out,0.359126647264533
Daphnet/S03R01E0.test.csv@6.out,0.3839015120284647
Daphnet/S03R01E0.test.csv@8.out,0.3737427895946728
Daphnet/S03R01E1.test.csv@1.out,0.4879742626447698
Daphnet/S03R01E1.test.csv@2.out,0.4936587950482541
Daphnet/S03R01E1.test.csv@4.out,0.5351597033508853
Daphnet/S03R01E1.test.csv@7.out,0.5699875209992895
Daphnet/S03R01E1.test.csv@8.out,0.4993321241905361
Daphnet/S03R02E0.test.csv@1.out,0.6286005977026476
Daphnet/S03R02E0.test.csv@2.out,0.5136855637439663
Daphnet/S03R02E0.test.csv@3.out,0.5454033843777448
Daphnet/S03R02E0.test.csv@4.out,0.5392805116931995
Daphnet/S03R02E0.test.csv@6.out,0.5208481717589926
Daphnet/S03R02E0.test.csv@7.out,0.638199885002502
Daphnet/S03R02E0.test.csv@8.out,0.5528656151405152
Daphnet/S03R02E0.test.csv@9.out,0.4917835988118631
Daphnet/S03R03E4.test.csv@1.out,0.2065016439648731
Daphnet/S03R03E4.test.csv@2.out,0.251947274720473
Daphnet/S03R03E4.test.csv@3.out,0.2540933977886445
Daphnet/S03R03E4.test.csv@4.out,0.0797497227474912
Daphnet/S03R03E4.test.csv@6.out,0.1135771221570033
Daphnet/S06R01E2.test.csv@5.out,0.0049977478896271
Daphnet/S08R01E0.test.csv@4.out,0.3661708398624681
Daphnet/S09R01E0.test.csv@1.out,0.1398411055120274
Daphnet/S09R01E0.test.csv@2.out,0.1122281001278628
Daphnet/S09R01E0.test.csv@4.out,0.1139468684945486
Daphnet/S09R01E0.test.csv@5.out,0.105175706847694
Daphnet/S09R01E0.test.csv@6.out,0.1082224679096788
Daphnet/S09R01E0.test.csv@7.out,0.0872823111411365
Daphnet/S09R01E0.test.csv@8.out,0.1247996669058923
Daphnet/S09R01E0.test.csv@9.out,0.1438596234645754
Daphnet/S09R01E2.test.csv@4.out,0.6963350073118797
Daphnet/S09R01E2.test.csv@8.out,0.60712322408274
Daphnet/S09R01E4.test.csv@1.out,0.2065016439648731
Daphnet/S09R01E4.test.csv@2.out,0.251947274720473
Daphnet/S09R01E4.test.csv@3.out,0.2540933977886445
Daphnet/S09R01E4.test.csv@4.out,0.0797497227474912
Daphnet/S09R01E4.test.csv@6.out,0.1135771221570033
Dodgers/101-freeway-traffic.test.out,0.5768466590022869
ECG/MBA_ECG14046_data_0.out,0.8160410475894276
ECG/MBA_ECG14046_data_1.out,0.5254576651579368
ECG/MBA_ECG14046_data_10.out,0.8079168078912855
ECG/MBA_ECG14046_data_11.out,0.7696874295897478
ECG/MBA_ECG14046_data_12.out,0.5322469459292509
ECG/MBA_ECG14046_data_13.out,0.7492314290285933
ECG/MBA_ECG14046_data_14.out,0.7857828974695819
ECG/MBA_ECG14046_data_15.out,0.5683855727888295
