,TRUE_ORACLE-100
Daphnet/S01R02E0.test.csv@1.out,0.8935883417486495
Daphnet/S01R02E0.test.csv@4.out,0.9044883441301188
Daphnet/S01R02E0.test.csv@6.out,0.892810236922056
Daphnet/S02R01E0.test.csv@3.out,0.8978575798684085
Daphnet/S02R01E0.test.csv@4.out,0.8002975947676898
Daphnet/S02R01E0.test.csv@6.out,0.8969151488081485
Daphnet/S03R01E0.test.csv@3.out,0.8393997808170918
Daphnet/S03R01E0.test.csv@4.out,0.8312724778357127
Daphnet/S03R01E0.test.csv@6.out,0.8184371641681009
Daphnet/S03R01E0.test.csv@8.out,0.8262229104397676
Daphnet/S03R01E1.test.csv@1.out,0.8272264923932566
Daphnet/S03R01E1.test.csv@2.out,0.828038675556431
Daphnet/S03R01E1.test.csv@4.out,0.8576799185582078
Daphnet/S03R01E1.test.csv@7.out,0.8677065823507317
Daphnet/S03R01E1.test.csv@8.out,0.8417942546353472
Daphnet/S03R02E0.test.csv@1.out,0.9110476953547418
Daphnet/S03R02E0.test.csv@2.out,0.8802320822846543
Daphnet/S03R02E0.test.csv@3.out,0.8925484702875459
Daphnet/S03R02E0.test.csv@4.out,0.8920108158387758
Daphnet/S03R02E0.test.csv@6.out,0.8989120534015929
Daphnet/S03R02E0.test.csv@7.out,0.9318565003437926
Daphnet/S03R02E0.test.csv@8.out,0.9059306064662308
Daphnet/S03R02E0.test.csv@9.out,0.883477432975256
Daphnet/S03R03E4.test.csv@1.out,0.8892517639004633
Daphnet/S03R03E4.test.csv@2.out,0.8822751396804425
Daphnet/S03R03E4.test.csv@3.out,0.9108314525326427
Daphnet/S03R03E4.test.csv@4.out,0.8509622075028352
Daphnet/S03R03E4.test.csv@6.out,0.8927543719618605
Daphnet/S06R01E2.test.csv@5.out,0.6433810931161607
Daphnet/S08R01E0.test.csv@4.out,0.8170125868945473
Daphnet/S09R01E0.test.csv@1.out,0.8746064947392451
Daphnet/S09R01E0.test.csv@2.out,0.8447493247997094
Daphnet/S09R01E0.test.csv@4.out,0.8601539376559503
Daphnet/S09R01E0.test.csv@5.out,0.8323705971801126
Daphnet/S09R01E0.test.csv@6.out,0.8529887375390001
Daphnet/S09R01E0.test.csv@7.out,0.8080802416970057
Daphnet/S09R01E0.test.csv@8.out,0.838564883977694
