,TRUE_ORACLE-100
Daphnet/S01R02E0.test.csv@1.out,0.3504720893554682
Daphnet/S01R02E0.test.csv@4.out,0.2386038905596442
Daphnet/S01R02E0.test.csv@6.out,0.2112108733744167
Daphnet/S02R01E0.test.csv@3.out,0.5039508616628063
Daphnet/S02R01E0.test.csv@4.out,0.4538997643562998
Daphnet/S02R01E0.test.csv@6.out,0.4504804877543173
Daphnet/S03R01E0.test.csv@3.out,0.4221939065150144
Daphnet/S03R01E0.test.csv@4.out,0.3509975415795375
Daphnet/S03R01E0.test.csv@6.out,0.3850007535039836
Daphnet/S03R01E0.test.csv@8.out,0.367049186318479
Daphnet/S03R01E1.test.csv@1.out,0.4847952109511294
Daphnet/S03R01E1.test.csv@2.out,0.4868149798055853
Daphnet/S03R01E1.test.csv@4.out,0.5255705688713027
Daphnet/S03R01E1.test.csv@7.out,0.560477381154426
Daphnet/S03R01E1.test.csv@8.out,0.4941744638132096
Daphnet/S03R02E0.test.csv@1.out,0.5970454479737345
Daphnet/S03R02E0.test.csv@2.out,0.4869416671523263
Daphnet/S03R02E0.test.csv@3.out,0.4695486972931652
Daphnet/S03R02E0.test.csv@4.out,0.5300794040490364
Daphnet/S03R02E0.test.csv@6.out,0.5288279056907782
Daphnet/S03R02E0.test.csv@7.out,0.6433049876919923
Daphnet/S03R02E0.test.csv@8.out,0.5466351585615188
Daphnet/S03R02E0.test.csv@9.out,0.4885097622673452
Daphnet/S03R03E4.test.csv@1.out,0.205495585473498
Daphnet/S03R03E4.test.csv@2.out,0.2354906659486695
Daphnet/S03R03E4.test.csv@3.out,0.2530799515870142
Daphnet/S03R03E4.test.csv@4.out,0.080397769521678
Daphnet/S03R03E4.test.csv@6.out,0.1153939496230036
Daphnet/S06R01E2.test.csv@5.out,0.0051281105724943
Daphnet/S08R01E0.test.csv@4.out,0.3669874872721509
Daphnet/S09R01E0.test.csv@1.out,0.1460490753320837
Daphnet/S09R01E0.test.csv@2.out,0.1285015817830827
Daphnet/S09R01E0.test.csv@4.out,0.1213909335696973
Daphnet/S09R01E0.test.csv@5.out,0.1144490344873032
Daphnet/S09R01E0.test.csv@6.out,0.1034708957112528
Daphnet/S09R01E0.test.csv@7.out,0.0964875518430009
Daphnet/S09R01E0.test.csv@8.out,0.1305709210497293
Daphnet/S09R01E0.test.csv@9.out,0.1566420238748127
Daphnet/S09R01E2.test.csv@4.out,0.6974087019722053
Daphnet/S09R01E2.test.csv@8.out,0.6080593409704846
Daphnet/S09R01E4.test.csv@1.out,0.205495585473498
Daphnet/S09R01E4.test.csv@2.out,0.2354906659486695
Daphnet/S09R01E4.test.csv@3.out,0.2530799515870142
Daphnet/S09R01E4.test.csv@4.out,0.080397769521678
Daphnet/S09R01E4.test.csv@6.out,0.1153939496230036
Dodgers/101-freeway-traffic.test.out,0.5563282602554418
ECG/MBA_ECG14046_data_0.out,0.8347384295911222
ECG/MBA_ECG14046_data_1.out,0.4867641256122541
ECG/MBA_ECG14046_data_10.out,0.8335751759992536
ECG/MBA_ECG14046_data_11.out,0.7967989450012566
ECG/MBA_ECG14046_data_12.out,0.5424470271790394
ECG/MBA_ECG14046_data_13.out,0.7697890490901099
ECG/MBA_ECG14046_data_14.out,0.8020225052407217
ECG/MBA_ECG14046_data_15.out,0.6181287595351451
ECG/MBA_ECG14046_data_16.out,0.8200215903833652
ECG/MBA_ECG14046_data_17.out,0.6977520923385605
ECG/MBA_ECG14046_data_18.out,0.4803852066190796
ECG/MBA_ECG14046_data_19.out,0.8307923743217227
ECG/MBA_ECG14046_data_2.out,0.8210588326152838
ECG/MBA_ECG14046_data_20.out,0.8469675565308598
ECG/MBA_ECG14046_data_21.out,0.8470975521356002
ECG/MBA_ECG14046_data_22.out,0.4740169636719119
ECG/MBA_ECG14046_data_23.out,0.7173552710880823
ECG/MBA_ECG14046_data_24.out,0.7483798203015906
ECG/MBA_ECG14046_data_25.out,0.4461709661360714
ECG/MBA_ECG14046_data_26.out,0.690100196017683
ECG/MBA_ECG14046_data_27.out,0.7467050265774432
ECG/MBA_ECG14046_data_28.out,0.7700589141438894
ECG/MBA_ECG14046_data_29.out,0.7925735940718855
ECG/MBA_ECG14046_data_3.out,0.8417051166837459
ECG/MBA_ECG14046_data_30.out,0.7867827248504998
ECG/MBA_ECG14046_data_31.out,0.6141628634308417
ECG/MBA_ECG14046_data_32.out,0.797410788822203
ECG/MBA_ECG14046_data_33.out,0.7344149392537989
ECG/MBA_ECG14046_data_34.out,0.4321504904627629
ECG/MBA_ECG14046_data_35.out,0.7119230669737582
ECG/MBA_ECG14046_data_36.out,0.5071383585087078
ECG/MBA_ECG14046_data_37.out,0.5574851925852199
