,files,choice
0,OBSEA/2023-03-22.out,1
1,OBSEA/2022-05-16.out,0
2,OBSEA/2022-02-06.out,0
3,OBSEA/2023-02-06.out,1
4,OBSEA/2022-01-27.out,0
5,OBSEA/2022-07-01.out,4
6,OBSEA/2023-03-28.out,1
7,OBSEA/2023-02-24.out,0
8,OBSEA/2023-08-08.out,3
9,OBSEA/2022-09-10.out,3
10,OBSEA/2023-01-02.out,4
11,OBSEA/2022-05-22.out,0
12,OBSEA/2023-04-16.out,0
13,OBSEA/2022-12-28.out,0
14,OBSEA/2023-10-22.out,0
15,OBSEA/2023-10-16.out,0
16,OBSEA/2022-09-09.out,0
17,OBSEA/2022-09-13.out,3
18,OBSEA/2022-05-29.out,4
19,OBSEA/2023-06-16.out,1
20,OBSEA/2022-05-30.out,5
21,OBSEA/2023-07-27.out,0
22,OBSEA/2023-04-15.out,0
23,OBSEA/2023-02-10.out,1
24,OBSEA/2023-03-13.out,3
25,OBSEA/2022-05-02.out,0
26,OBSEA/2022-12-23.out,0
27,OBSEA/2023-07-25.out,3
28,OBSEA/2022-12-29.out,0
29,OBSEA/2022-12-24.out,0
30,OBSEA/2023-05-25.out,0
31,OBSEA/2022-03-01.out,0
32,OBSEA/2022-12-21.out,0
33,OBSEA/2022-05-13.out,0
34,OBSEA/2022-09-07.out,0
35,OBSEA/2022-04-09.out,0
36,OBSEA/2022-03-13.out,0
37,OBSEA/2023-11-06.out,0
38,OBSEA/2023-06-24.out,4
39,OBSEA/2023-04-26.out,0
40,OBSEA/2023-11-07.out,0
41,OBSEA/2023-09-14.out,4
42,OBSEA/2022-09-25.out,0
43,OBSEA/2023-09-26.out,0
44,OBSEA/2022-04-02.out,0
45,OBSEA/2022-09-14.out,3
46,OBSEA/2022-12-18.out,0
47,OBSEA/2023-09-13.out,0
48,OBSEA/2023-08-22.out,3
49,OBSEA/2023-07-22.out,0
50,OBSEA/2022-08-26.out,0
51,OBSEA/2023-06-06.out,0
52,OBSEA/2022-02-20.out,0
53,OBSEA/2022-08-31.out,0
54,OBSEA/2022-03-31.out,0
55,OBSEA/2022-02-11.out,0
56,OBSEA/2023-04-24.out,0
57,OBSEA/2022-07-06.out,0
58,OBSEA/2023-02-28.out,0
59,OBSEA/2022-02-02.out,0
60,OBSEA/2022-08-06.out,0
61,OBSEA/2023-01-28.out,0
62,OBSEA/2023-02-16.out,1
63,OBSEA/2022-01-08.out,0
64,OBSEA/2022-08-21.out,0
65,OBSEA/2023-10-23.out,0
66,OBSEA/2023-09-01.out,4
67,OBSEA/2023-08-28.out,3
68,OBSEA/2023-02-02.out,3
69,OBSEA/2022-04-17.out,0
70,OBSEA/2022-03-11.out,0
71,OBSEA/2022-07-27.out,0
72,OBSEA/2022-08-01.out,0
73,OBSEA/2023-02-12.out,1
74,OBSEA/2022-03-24.out,0
75,OBSEA/2022-09-04.out,3
76,OBSEA/2023-10-08.out,1
77,OBSEA/2022-02-03.out,0
78,OBSEA/2022-05-18.out,0
79,OBSEA/2023-10-06.out,0
80,OBSEA/2022-03-23.out,0
81,OBSEA/2022-07-02.out,0
82,OBSEA/2023-06-02.out,0
83,OBSEA/2023-01-30.out,1
84,OBSEA/2022-01-16.out,0
85,OBSEA/2023-10-09.out,1
86,OBSEA/2023-02-13.out,1
87,OBSEA/2023-10-04.out,0
88,OBSEA/2022-08-03.out,2
89,OBSEA/2022-12-26.out,0
90,OBSEA/2022-06-01.out,4
91,OBSEA/2022-03-02.out,0
92,OBSEA/2022-04-30.out,0
93,OBSEA/2022-01-15.out,0
94,OBSEA/2023-06-11.out,0
95,OBSEA/2022-05-31.out,5
96,OBSEA/2022-09-02.out,0
97,OBSEA/2023-05-22.out,0
98,OBSEA/2023-06-20.out,0
99,OBSEA/2022-04-27.out,0
100,OBSEA/2023-06-23.out,3
101,OBSEA/2023-05-17.out,0
102,OBSEA/2022-08-27.out,0
103,OBSEA/2022-03-04.out,0
104,OBSEA/2022-08-19.out,4
105,OBSEA/2022-04-15.out,0
106,OBSEA/2022-04-11.out,0
107,OBSEA/2023-05-15.out,0
108,OBSEA/2022-02-08.out,0
109,OBSEA/2023-10-10.out,1
110,OBSEA/2023-01-26.out,0
111,OBSEA/2023-11-05.out,0
112,OBSEA/2022-12-17.out,0
113,OBSEA/2022-05-09.out,3
114,OBSEA/2022-03-25.out,0
115,OBSEA/2023-02-15.out,1
116,OBSEA/2022-03-09.out,0
117,OBSEA/2022-04-25.out,0
118,OBSEA/2023-03-27.out,1
119,OBSEA/2023-07-15.out,0
120,OBSEA/2023-03-20.out,0
121,OBSEA/2023-09-21.out,0
122,OBSEA/2022-07-13.out,0
123,OBSEA/2023-06-04.out,0
124,OBSEA/2023-06-14.out,0
125,OBSEA/2023-02-03.out,0
126,OBSEA/2022-05-10.out,1
127,OBSEA/2023-05-29.out,0
128,OBSEA/2022-08-09.out,4
129,OBSEA/2022-01-31.out,0
130,OBSEA/2023-04-10.out,0
131,OBSEA/2022-06-05.out,0
132,OBSEA/2023-07-28.out,0
133,OBSEA/2022-12-22.out,0
134,OBSEA/2023-03-29.out,1
135,OBSEA/2022-02-12.out,0
136,OBSEA/2022-04-21.out,0
